Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
na12878-single-f13-r2-c6_S454_	b	310938	283960	2.8%	0.7%	14.0%	46	54.3%	41.0%	152	0.2	0.0%	0.8%	0
na12878-single-f13-r2-c7_S455_	a	195955	177380	2.1%	0.4%	2.9%	30	44.8%	40.0%	153	0.22	0.0%	0.2%	0
na12878-single-f13-r3-c1_S456_	a	121300	110136	1.7%	0.3%	3.1%	19	50.0%	41.0%	150	NA	0.0%	0.4%	0
na12878-single-f13-r3-c2_S457_	a	178117	161532	1.8%	0.4%	2.4%	27	44.7%	40.0%	152	NA	0.0%	0.1%	0
na12878-single-f13-r3-c3_S458_	p	13824	12784	1.4%	0.0%	7.3%	2	17.4%	41.0%	160	NA	0.0%	0.0%	0
na12878-single-f13-r3-c4_S459_	a	165848	150618	1.8%	0.4%	2.3%	25	54.8%	40.0%	150	NA	0.0%	0.3%	0
na12878-single-f13-r3-c5_S460_	b	265328	242012	2.4%	0.6%	4.7%	40	33.3%	39.0%	151	0.2	0.0%	0.5%	0
na12878-single-f13-r3-c6_S461_	b	261019	237386	2.3%	0.6%	1.9%	41	39.4%	40.0%	152	0.2	0.0%	0.6%	0
na12878-single-f13-r3-c7_S462_	a	173243	156756	1.9%	0.4%	2.6%	26	40.0%	40.0%	150	0.23	0.0%	0.5%	0
na12878-single-f13-r4-c1_S463_	a	184127	165218	2.0%	0.4%	4.0%	28	28.6%	40.0%	153	NA	0.0%	0.1%	0
na12878-single-f13-r4-c2_S464_	a	157628	142346	1.8%	0.3%	3.0%	24	38.5%	40.0%	151	NA	0.0%	0.2%	0
na12878-single-f13-r4-c3_S465_	a	154977	141980	1.8%	0.3%	2.0%	24	50.0%	40.0%	156	NA	0.0%	0.5%	0
na12878-single-f13-r4-c4_S466_	g	300795	270820	2.4%	0.6%	1.5%	45	41.7%	40.0%	150	0.2	0.0%	0.5%	0
na12878-single-f13-r4-c5_S467_	g	234265	214824	2.2%	0.5%	1.8%	36	62.1%	39.0%	151	0.21	0.0%	0.4%	0
na12878-single-f13-r4-c6_S468_	b	170122	157590	1.9%	0.4%	23.6%	25	53.6%	41.0%	152	0.22	0.0%	0.4%	0
na12878-single-f13-r4-c7_S469_	g	143357	130350	1.8%	0.3%	1.5%	22	30.8%	41.0%	153	NA	0.0%	0.2%	0
na12878-single-f13-r5-c1_S470_	p	7867	7204	1.3%	0.0%	4.3%	1	47.8%	41.0%	151	NA	0.0%	0.0%	0
na12878-single-f13-r5-c2_S471_	g	138955	124736	1.7%	0.3%	1.9%	21	43.3%	40.0%	152	0.24	0.0%	0.2%	0
na12878-single-f13-r5-c3_S472_	a	307086	276208	2.6%	0.7%	2.9%	46	43.2%	39.0%	151	0.2	0.0%	0.6%	0
na12878-single-f13-r5-c4_S473_	b	265173	245534	3.4%	0.6%	3.9%	39	35.5%	40.0%	151	NA	0.0%	0.0%	0
na12878-single-f13-r5-c5_S474_	b	209337	190328	2.0%	0.5%	7.3%	31	41.9%	40.0%	151	NA	0.0%	0.3%	0
na12878-single-f13-r5-c6_S475_	a	102830	93750	1.7%	0.2%	1.5%	16	58.1%	41.0%	154	NA	0.0%	0.2%	0
na12878-single-f13-r5-c7_S476_	a	188808	171404	2.0%	0.4%	2.4%	29	53.3%	40.0%	151	0.22	0.0%	0.1%	0
na12878-single-f13-r6-c1_S477_	a	194875	176810	1.9%	0.4%	2.5%	30	48.3%	40.0%	152	NA	0.0%	0.7%	0
na12878-single-f13-r6-c2_S478_	b	263714	239404	2.3%	0.6%	5.8%	40	20.0%	40.0%	150	0.21	0.0%	0.4%	0
na12878-single-f13-r6-c3_S479_	a	240298	219332	2.2%	0.5%	3.8%	38	42.4%	42.0%	151	0.2	0.0%	0.3%	0.300443
na12878-single-f13-r6-c4_S480_	b	125244	113664	1.8%	0.3%	3.2%	19	41.4%	41.0%	151	NA	0.0%	0.2%	0
na12878-single-f13-r6-c5_S481_	g	174200	154210	1.9%	0.4%	1.7%	26	45.7%	40.0%	154	0.22	0.0%	0.3%	0
na12878-single-f13-r6-c6_S482_	b	65096	60158	1.6%	0.1%	10.3%	9	37.0%	39.0%	154	NA	0.0%	0.0%	0
na12878-single-f13-r6-c7_S483_	a	135203	116604	1.8%	0.3%	3.0%	19	35.7%	40.0%	153	NA	0.0%	0.3%	0
na12878-single-f13-r7-c1_S484_	a	242403	218042	2.1%	0.5%	3.7%	37	45.7%	39.0%	148	0.2	0.0%	0.5%	0
na12878-single-f13-r7-c2_S485_	a	189581	172620	1.9%	0.4%	3.6%	29	51.9%	39.0%	150	0.21	0.0%	0.6%	0
na12878-single-f13-r7-c3_S486_	a	143827	130514	1.7%	0.3%	2.9%	22	45.5%	41.0%	151	NA	0.0%	0.3%	0
na12878-single-f13-r7-c4_S487_	g	240658	217300	2.3%	0.5%	2.0%	37	46.4%	39.0%	152	0.21	0.0%	0.5%	0
na12878-single-f13-r7-c5_S488_	a	177077	158318	1.8%	0.4%	2.2%	26	51.7%	40.0%	150	0.22	0.0%	0.3%	0
na12878-single-f13-r7-c6_S489_	a	227220	204906	2.2%	0.5%	3.3%	35	57.6%	41.0%	153	0.21	0.0%	0.2%	0
na12878-single-f14-r1-c1_S491_	b	206648	190322	3.6%	0.4%	8.7%	31	38.7%	41.0%	153	NA	0.0%	0.3%	0
na12878-single-f14-r1-c2_S492_	g	260364	237534	3.0%	0.6%	1.7%	40	55.2%	39.0%	151	0.23	0.0%	0.4%	0
na12878-single-f14-r1-c3_S493_	g	219855	200572	2.5%	0.5%	1.8%	34	45.2%	39.0%	152	0.22	0.0%	0.4%	0
na12878-single-f14-r1-c4_S494_	g	301467	276172	3.1%	0.7%	1.4%	46	38.2%	41.0%	153	NA	0.0%	0.5%	0
na12878-single-f14-r1-c5_S495_	a	188664	170306	2.2%	0.4%	5.4%	28	37.9%	42.0%	152	0.23	0.0%	0.2%	0
na12878-single-f14-r1-c6_S496_	b	238674	221510	3.1%	0.5%	3.5%	38	16.7%	40.0%	154	0.23	0.0%	0.2%	0.288782
na12878-single-f14-r1-c7_S497_	a	296246	270856	3.1%	0.6%	2.4%	45	39.4%	40.0%	152	0.21	0.0%	0.8%	0
na12878-single-f14-r2-c1_S498_	a	213956	194088	2.3%	0.5%	3.1%	32	44.8%	39.0%	152	0.22	0.0%	0.5%	0.339132
na12878-single-f14-r2-c2_S499_	a	94923	86766	1.9%	0.2%	1.9%	14	53.8%	40.0%	157	NA	0.0%	0.1%	0
na12878-single-f14-r2-c3_S500_	a	186922	169584	2.2%	0.4%	2.1%	28	53.8%	40.0%	151	0.23	0.0%	0.2%	0
na12878-single-f14-r2-c4_S501_	a	169300	155240	2.1%	0.4%	2.2%	26	53.3%	42.0%	151	0.23	0.0%	0.2%	0
na12878-single-f14-r2-c5_S502_	a	215009	195118	2.3%	0.5%	2.2%	33	54.8%	40.0%	152	0.22	0.0%	0.4%	0
na12878-single-f14-r2-c6_S503_	a	311392	284898	2.9%	0.7%	2.6%	48	51.4%	40.0%	151	0.21	0.0%	0.3%	0
na12878-single-f14-r2-c7_S504_	p	139817	127446	1.8%	0.3%	7.6%	21	35.7%	40.0%	150	NA	0.0%	0.1%	0
na12878-single-f14-r3-c1_S505_	b	65403	60786	1.8%	0.1%	6.0%	9	32.1%	42.0%	153	NA	0.0%	0.1%	0
na12878-single-f14-r3-c2_S506_	b	130947	120200	1.9%	0.3%	6.6%	20	51.6%	41.0%	152	NA	0.0%	0.1%	0
na12878-single-f14-r3-c3_S507_	p	18147	16638	1.4%	0.0%	4.8%	2	42.3%	38.0%	147	NA	0.0%	0.0%	0
na12878-single-f14-r3-c4_S508_	b	109216	100674	2.0%	0.2%	2.8%	17	46.7%	40.0%	152	NA	0.0%	0.5%	0.642449
na12878-single-f14-r3-c5_S509_	a	293376	268584	3.0%	0.6%	2.0%	46	59.5%	42.0%	152	0.22	0.0%	0.5%	0
na12878-single-f14-r3-c6_S510_	p	253861	236940	2.5%	0.6%	13.5%	41	43.2%	40.0%	154	0.21	0.0%	0.8%	0
na12878-single-f14-r3-c7_S511_	p	131068	119268	1.8%	0.3%	9.0%	20	57.1%	41.0%	152	0.26	0.0%	0.1%	0
na12878-single-f14-r4-c1_S512_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f14-r4-c2_S513_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f14-r4-c3_S514_	a	105920	97090	1.7%	0.2%	2.5%	16	55.2%	41.0%	151	0.25	0.0%	0.1%	0
na12878-single-f14-r4-c4_S515_	a	304230	277000	2.8%	0.7%	2.4%	46	41.4%	39.0%	153	0.2	0.0%	0.5%	0
na12878-single-f14-r4-c5_S516_	a	287448	263254	2.5%	0.6%	3.5%	44	51.5%	42.0%	151	0.2	0.0%	0.4%	0
na12878-single-f14-r4-c6_S517_	b	142848	130200	2.3%	0.3%	11.0%	21	27.3%	40.0%	149	0.28	0.0%	0.1%	0
na12878-single-f14-r4-c7_S518_	a	119476	109414	2.0%	0.3%	2.4%	18	50.0%	40.0%	153	NA	0.0%	0.4%	0
na12878-single-f14-r5-c1_S519_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f14-r5-c2_S520_	p	96848	89198	2.0%	0.2%	2.1%	15	35.7%	43.0%	156	0.29	0.0%	0.0%	0
na12878-single-f14-r5-c3_S521_	g	341764	311894	3.1%	0.7%	1.7%	52	54.8%	41.0%	151	0.2	0.0%	0.7%	0
na12878-single-f14-r5-c4_S522_	a	316337	290708	3.1%	0.7%	4.3%	50	58.5%	40.0%	154	0.21	0.0%	1.1%	0
na12878-single-f14-r5-c5_S523_	a	213737	195570	2.3%	0.5%	3.1%	33	43.3%	42.0%	151	NA	0.0%	0.5%	0
na12878-single-f14-r5-c6_S524_	b	72721	66946	1.8%	0.2%	33.4%	10	48.0%	41.0%	153	NA	0.0%	0.1%	0
na12878-single-f14-r5-c7_S525_	b	208195	192878	2.5%	0.5%	19.8%	30	54.5%	41.0%	153	0.22	0.0%	0.4%	0
na12878-single-f14-r6-c1_S526_	b	218374	200868	2.6%	0.5%	2.4%	34	35.7%	41.0%	150	0.23	0.0%	0.4%	0
na12878-single-f14-r6-c2_S527_	g	296719	270730	2.8%	0.6%	1.8%	45	55.9%	41.0%	153	0.2	0.0%	0.4%	0
na12878-single-f14-r6-c3_S528_	g	326654	300422	2.9%	0.7%	1.4%	50	44.1%	40.0%	150	0.2	0.0%	0.7%	0
na12878-single-f14-r6-c4_S529_	a	89695	82326	1.9%	0.2%	2.8%	14	51.7%	40.0%	152	NA	0.0%	0.2%	0
na12878-single-f14-r6-c5_S530_	b	172775	157490	2.3%	0.4%	4.3%	27	31.0%	41.0%	151	NA	0.0%	0.7%	0
na12878-single-f14-r6-c6_S531_	a	46621	42726	1.5%	0.1%	3.0%	7	40.7%	40.0%	151	NA	0.0%	0.1%	0
na12878-single-f14-r6-c7_S532_	g	261331	238696	2.7%	0.6%	1.6%	40	35.1%	40.0%	152	0.21	0.0%	0.3%	0
na12878-single-f14-r7-c1_S533_	b	275925	249776	2.8%	0.6%	9.3%	38	34.2%	46.0%	149	0.21	0.0%	0.9%	0
na12878-single-f14-r7-c2_S534_	a	236983	216346	2.3%	0.5%	5.3%	36	45.2%	42.0%	149	NA	0.0%	0.3%	0
na12878-single-f14-r7-c3_S535_	g	150738	138144	2.0%	0.3%	1.0%	23	55.6%	39.0%	153	0.24	0.0%	0.4%	0
na12878-single-f14-r7-c4_S536_	a	339509	309480	2.9%	0.7%	5.1%	51	37.5%	41.0%	151	0.2	0.0%	0.8%	0
na12878-single-f14-r7-c5_S537_	a	212090	191612	2.2%	0.5%	3.2%	32	45.9%	39.0%	151	0.21	0.0%	0.5%	0
na12878-single-f14-r7-c6_S538_	g	275974	252086	2.6%	0.6%	1.3%	42	42.3%	40.0%	153	0.21	0.0%	0.5%	0
na12878-single-f15-r1-c1_S540_	b	284457	258632	3.0%	0.6%	2.9%	45	50.0%	40.0%	150	0.21	0.0%	0.6%	0
na12878-single-f15-r1-c2_S541_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r1-c3_S542_	b	226486	205836	2.5%	0.5%	4.7%	34	54.3%	42.0%	153	NA	0.0%	0.6%	0
na12878-single-f15-r1-c4_S543_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r1-c5_S544_	a	250986	225254	2.6%	0.5%	3.7%	38	44.1%	41.0%	149	NA	0.0%	0.2%	0
na12878-single-f15-r1-c6_S545_	g	303629	275672	3.1%	0.7%	1.5%	46	43.2%	40.0%	151	0.21	0.0%	0.2%	0
na12878-single-f15-r1-c7_S546_	b	236238	219504	3.7%	0.5%	2.2%	37	20.7%	41.0%	158	0.26	0.0%	0.3%	0
na12878-single-f15-r2-c1_S547_	b	251680	228430	2.5%	0.5%	28.7%	35	61.3%	42.0%	153	0.21	0.0%	0.1%	0
na12878-single-f15-r2-c2_S548_	a	104761	94760	2.0%	0.2%	3.1%	16	46.7%	39.0%	152	NA	0.0%	0.2%	0
na12878-single-f15-r2-c3_S549_	g	194812	174428	2.2%	0.4%	1.7%	29	41.9%	40.0%	151	0.22	0.0%	0.5%	0
na12878-single-f15-r2-c4_S550_	a	193734	177456	2.4%	0.4%	2.3%	30	38.7%	40.0%	151	0.23	0.0%	0.2%	0
na12878-single-f15-r2-c5_S551_	a	211677	190442	2.5%	0.5%	3.3%	32	41.9%	42.0%	153	NA	0.0%	0.1%	0
na12878-single-f15-r2-c6_S552_	b	320948	291854	3.1%	0.7%	8.5%	47	42.4%	40.0%	149	0.21	0.0%	0.5%	0
na12878-single-f15-r2-c7_S553_	a	190215	171934	2.3%	0.4%	3.3%	29	46.7%	41.0%	150	NA	0.0%	0.4%	0.385061
na12878-single-f15-r3-c1_S554_	a	106567	95940	1.9%	0.2%	3.6%	16	51.9%	39.0%	148	NA	0.0%	0.1%	0
na12878-single-f15-r3-c2_S555_	p	129136	117018	1.8%	0.3%	7.3%	19	48.3%	41.0%	148	0.26	0.0%	0.4%	0
na12878-single-f15-r3-c3_S556_	a	39248	36136	1.4%	0.1%	3.2%	6	37.5%	41.0%	152	0.42	0.0%	0.1%	0
na12878-single-f15-r3-c4_S557_	b	134877	123472	2.1%	0.3%	4.2%	21	50.0%	41.0%	151	NA	0.0%	0.2%	0
na12878-single-f15-r3-c5_S558_	g	319112	292110	2.9%	0.7%	1.9%	49	41.9%	42.0%	151	0.2	0.0%	0.7%	0
na12878-single-f15-r3-c6_S559_	a	280437	258454	2.9%	0.6%	1.7%	44	47.4%	41.0%	153	0.21	0.0%	0.4%	0
na12878-single-f15-r3-c7_S560_	b	159021	146034	2.3%	0.3%	23.5%	23	57.1%	39.0%	152	0.25	0.0%	0.3%	0
na12878-single-f15-r4-c1_S561_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r4-c2_S562_	p	24591	22446	1.3%	0.1%	4.6%	4	33.3%	38.0%	152	NA	0.0%	0.1%	0
na12878-single-f15-r4-c3_S563_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r4-c4_S564_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r4-c5_S565_	g	260875	240164	2.8%	0.6%	1.5%	40	42.4%	40.0%	152	0.21	0.0%	0.3%	0
na12878-single-f15-r4-c6_S566_	g	177340	161974	2.1%	0.4%	1.7%	27	41.4%	42.0%	151	0.23	0.0%	0.2%	0
na12878-single-f15-r4-c7_S567_	b	132630	121810	2.1%	0.3%	6.9%	20	48.3%	40.0%	150	NA	0.0%	0.4%	0
na12878-single-f15-r5-c1_S568_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r5-c2_S569_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r5-c3_S570_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r5-c4_S571_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r5-c5_S572_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r5-c6_S573_	g	89272	81174	1.7%	0.2%	1.8%	13	34.6%	41.0%	150	NA	0.0%	0.1%	0
na12878-single-f15-r5-c7_S574_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r6-c1_S575_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r6-c2_S576_	g	269087	243844	2.6%	0.6%	2.6%	41	38.7%	41.0%	150	NA	0.0%	0.2%	0
na12878-single-f15-r6-c3_S577_	a	291549	267432	2.9%	0.6%	8.1%	44	55.0%	41.0%	151	0.21	0.0%	0.5%	0
na12878-single-f15-r6-c4_S578_	a	77411	70570	1.7%	0.2%	4.1%	12	50.0%	43.0%	149	NA	0.0%	0.2%	0
na12878-single-f15-r6-c5_S579_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
na12878-single-f15-r6-c6_S580_	g	53472	48846	1.4%	0.1%	1.5%	8	32.0%	40.0%	155	NA	0.0%	0.1%	0
na12878-single-f15-r6-c7_S581_	b	214448	196424	3.3%	0.5%	3.5%	34	39.4%	42.0%	153	0.26	0.0%	0.5%	0
na12878-single-f15-r7-c1_S582_	a	190220	168840	3.2%	0.4%	5.0%	27	45.2%	45.0%	153	NA	0.0%	0.1%	0
na12878-single-f15-r7-c2_S583_	a	216117	197990	2.4%	0.5%	2.4%	33	45.5%	42.0%	151	0.22	0.0%	0.2%	0
na12878-single-f15-r7-c3_S584_	a	145114	132600	1.8%	0.3%	2.3%	22	45.5%	41.0%	151	0.25	0.0%	0.1%	0
na12878-single-f15-r7-c4_S585_	b	258619	238310	3.3%	0.6%	9.4%	38	47.2%	43.0%	155	0.23	0.0%	0.6%	0
na12878-single-f15-r7-c5_S586_	a	186347	164854	1.9%	0.4%	4.2%	28	39.5%	47.0%	149	NA	0.0%	0.5%	0
na12878-single-f15-r7-c6_S587_	b	277102	253422	3.0%	0.6%	17.7%	38	51.7%	42.0%	151	0.22	0.0%	0.2%	0
Undetermined_S0_	p	6271376	5273316	1.0%	12.6%	29.4%	912	92.9%	41.0%	152	0.16	0.0%	12.0%	0.0248619
