Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
aaa-0063-fdu-single-f4-r5-c5_S33_	g	349413	315664	2.5%	0.7%	1.3%	53	54.5%	43.0%	154	NA	0.0%	0.6%	0
aaa-0063-fdu-single-f4-r5-c6_S34_	a	193435	175618	2.4%	0.4%	1.8%	30	34.5%	44.0%	154	NA	0.0%	0.5%	0
aaa-0063-fdu-single-f4-r5-c7_S35_	g	356282	322402	2.4%	0.8%	1.8%	55	40.5%	41.0%	152	0.19	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r6-c1_S36_	a	315649	285128	2.3%	0.7%	4.8%	48	57.1%	41.0%	153	0.2	0.0%	0.8%	0
aaa-0063-fdu-single-f4-r6-c2_S37_	b	358471	322822	2.9%	0.8%	3.5%	55	45.7%	40.0%	155	0.2	0.0%	0.5%	0
aaa-0063-fdu-single-f4-r6-c3_S38_	g	415040	379238	3.3%	0.9%	1.8%	65	50.0%	40.0%	154	0.2	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r6-c4_S39_	g	265788	240812	2.3%	0.6%	1.7%	41	43.6%	41.0%	153	0.21	0.0%	0.4%	0
aaa-0063-fdu-single-f4-r6-c5_S40_	a	335439	298180	2.4%	0.7%	7.5%	51	46.7%	41.0%	155	0.2	0.0%	0.6%	0
aaa-0063-fdu-single-f4-r6-c6_S41_	b	98429	87846	1.4%	0.2%	13.0%	14	44.4%	41.0%	152	0.26	0.0%	0.2%	0
aaa-0063-fdu-single-f4-r6-c7_S42_	g	468031	423458	3.0%	1.0%	0.9%	72	54.8%	41.0%	153	0.19	0.0%	0.6%	0
aaa-0063-fdu-single-f4-r7-c1_S43_	g	353940	319084	2.6%	0.8%	1.7%	54	36.6%	41.0%	153	0.2	0.0%	0.9%	0
aaa-0063-fdu-single-f4-r7-c2_S44_	a	289651	263314	2.2%	0.6%	3.1%	44	68.8%	41.0%	152	NA	0.0%	0.5%	0
aaa-0063-fdu-single-f4-r7-c3_S45_	a	232411	211666	2.0%	0.5%	3.3%	36	46.2%	42.0%	151	0.21	0.0%	0.2%	0
aaa-0063-fdu-single-f4-r7-c4_S46_	p	564537	504524	2.5%	1.2%	21.7%	86	47.2%	40.0%	155	0.18	0.0%	0.6%	0
aaa-0063-fdu-single-f4-r7-c5_S47_	a	342199	306656	2.2%	0.7%	5.7%	52	58.8%	41.0%	154	0.19	0.0%	0.4%	0
aaa-0063-fdu-single-f4-r7-c6_S48_	b	471498	424256	3.3%	1.0%	10.2%	75	44.3%	41.0%	154	0.19	0.0%	0.5%	0
aaa-0063-fdu-single-f8-r1-c1_S197_	g	632267	572010	3.7%	1.3%	1.3%	97	50.0%	42.0%	152	0.19	0.0%	0.6%	0
aaa-0063-fdu-single-f8-r1-c2_S198_	g	732888	666004	4.4%	1.5%	1.3%	112	41.0%	41.0%	154	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f8-r1-c3_S199_	b	708616	646714	4.3%	1.5%	4.7%	114	46.2%	40.0%	153	0.19	0.0%	1.2%	0
aaa-0063-fdu-single-f8-r1-c4_S200_	p	1059595	959520	4.4%	2.2%	8.0%	163	50.0%	41.0%	152	0.18	0.0%	1.4%	0
aaa-0063-fdu-single-f8-r1-c5_S201_	p	604364	545698	3.0%	1.3%	9.8%	93	47.5%	41.0%	153	0.18	0.0%	1.1%	0
aaa-0063-fdu-single-f8-r1-c6_S202_	p	882191	798424	4.1%	1.9%	8.1%	136	46.7%	40.0%	152	0.18	0.0%	1.2%	0.0808398
aaa-0063-fdu-single-f8-r1-c7_S203_	b	834354	758254	6.0%	1.7%	0.6%	129	36.6%	40.0%	156	0.19	0.0%	1.3%	0
aaa-0063-fdu-single-f8-r2-c1_S204_	p	568073	511190	3.3%	1.2%	8.6%	90	44.4%	41.0%	155	0.19	0.0%	1.2%	0
aaa-0063-fdu-single-f8-r2-c2_S205_	p	156392	143188	2.0%	0.3%	8.9%	24	34.3%	41.0%	153	0.24	0.0%	0.5%	0
aaa-0063-fdu-single-f8-r2-c3_S206_	a	559820	505432	3.3%	1.2%	5.4%	86	44.7%	40.0%	152	0.19	0.0%	0.7%	0
aaa-0063-fdu-single-f8-r2-c4_S207_	b	536188	490742	3.2%	1.2%	17.1%	82	38.5%	41.0%	152	0.19	0.0%	1.4%	0
aaa-0063-fdu-single-f8-r2-c5_S208_	g	544118	493332	3.9%	1.2%	1.0%	83	44.7%	41.0%	151	0.2	0.0%	0.7%	0
aaa-0063-fdu-single-f8-r2-c6_S209_	b	1126485	1024486	4.8%	2.4%	19.5%	168	54.7%	41.0%	151	0.18	0.0%	2.5%	0
aaa-0063-fdu-single-f8-r2-c7_S210_	g	516148	468448	3.2%	1.1%	0.9%	80	43.2%	40.0%	153	0.19	0.0%	0.6%	0
aaa-0063-fdu-single-f8-r3-c1_S211_	g	251303	227142	2.3%	0.5%	1.9%	38	41.2%	42.0%	151	0.21	0.0%	0.6%	0
aaa-0063-fdu-single-f8-r3-c2_S212_	a	370269	337146	2.6%	0.8%	4.0%	57	61.1%	40.0%	152	NA	0.0%	0.9%	0.191634
aaa-0063-fdu-single-f8-r3-c3_S213_	a	75905	69560	1.7%	0.2%	1.3%	11	51.9%	38.0%	151	0.34	0.0%	0.2%	0
aaa-0063-fdu-single-f8-r3-c4_S214_	p	309109	281568	2.3%	0.7%	7.8%	47	55.9%	42.0%	152	NA	0.0%	0.4%	0
aaa-0063-fdu-single-f8-r3-c5_S215_	p	950919	866948	4.3%	2.0%	12.6%	147	49.1%	41.0%	152	0.18	0.0%	0.9%	0.0745178
aaa-0063-fdu-single-f8-r3-c6_S216_	p	807448	734618	3.6%	1.7%	7.3%	125	48.8%	40.0%	152	0.18	0.0%	1.1%	0
aaa-0063-fdu-single-f8-r3-c7_S217_	g	341255	309684	2.6%	0.7%	0.7%	52	44.7%	41.0%	151	0.2	0.0%	0.6%	0
aaa-0063-fdu-single-f8-r4-c1_S218_	p	410090	370668	2.5%	0.9%	22.0%	63	47.8%	41.0%	155	0.19	0.0%	0.7%	0
aaa-0063-fdu-single-f8-r4-c2_S219_	a	285859	259662	2.7%	0.6%	2.1%	42	48.5%	40.0%	151	0.21	0.0%	0.6%	0
aaa-0063-fdu-single-f8-r4-c3_S220_	p	194428	178232	2.4%	0.4%	8.4%	30	43.8%	40.0%	156	0.23	0.0%	0.3%	0
aaa-0063-fdu-single-f8-r4-c4_S221_	g	804675	731262	5.2%	1.7%	0.9%	124	43.9%	40.0%	153	0.19	0.0%	1.1%	0
aaa-0063-fdu-single-f8-r4-c5_S222_	b	847080	775906	4.2%	1.8%	9.4%	126	51.2%	41.0%	153	0.18	0.0%	1.7%	0
aaa-0063-fdu-single-f8-r4-c6_S223_	a	419869	383638	2.9%	0.9%	1.7%	64	60.6%	41.0%	152	0.19	0.0%	0.9%	0.168569
aaa-0063-fdu-single-f8-r4-c7_S224_	g	271313	247402	2.5%	0.6%	1.1%	42	52.8%	42.0%	153	NA	0.0%	0.3%	0
aaa-0063-fdu-single-f8-r5-c1_S225_	p	9835	8990	1.5%	0.0%	2.3%	1	50.0%	39.0%	152	NA	0.0%	0.0%	0
aaa-0063-fdu-single-f8-r5-c2_S226_	g	313650	283584	2.9%	0.7%	1.0%	48	47.4%	41.0%	150	0.21	0.0%	0.6%	0
aaa-0063-fdu-single-f8-r5-c3_S227_	p	939431	851354	4.6%	2.0%	5.3%	144	52.9%	40.0%	153	0.18	0.0%	1.8%	0
aaa-0063-fdu-single-f8-r5-c4_S228_	p	967613	881856	4.5%	2.1%	8.3%	149	51.0%	40.0%	154	NA	0.0%	1.5%	0
aaa-0063-fdu-single-f8-r5-c5_S229_	b	520703	473326	3.6%	1.1%	5.4%	79	46.8%	42.0%	153	0.19	0.0%	1.1%	0
aaa-0063-fdu-single-f8-r5-c6_S230_	a	143812	130818	2.1%	0.3%	1.2%	22	50.0%	41.0%	152	0.26	0.0%	0.4%	0
aaa-0063-fdu-single-f8-r5-c7_S231_	g	444691	405090	3.1%	1.0%	1.1%	69	41.7%	41.0%	152	NA	0.0%	0.9%	0
aaa-0063-fdu-single-f8-r6-c1_S232_	b	669664	603774	4.0%	1.4%	1.0%	106	46.0%	40.0%	152	0.19	0.0%	1.1%	0
aaa-0063-fdu-single-f8-r6-c2_S233_	g	813525	741524	5.2%	1.7%	0.7%	125	44.0%	41.0%	154	0.19	0.0%	1.6%	0
aaa-0063-fdu-single-f8-r6-c3_S234_	p	945030	870950	4.5%	2.0%	12.8%	153	53.2%	40.0%	153	0.18	0.0%	2.2%	0
aaa-0063-fdu-single-f8-r6-c4_S235_	b	248151	227570	2.2%	0.5%	1.9%	39	48.8%	40.0%	150	0.2	0.0%	0.3%	0
aaa-0063-fdu-single-f8-r6-c5_S236_	g	567661	515040	3.7%	1.2%	1.1%	87	52.6%	42.0%	153	0.19	0.0%	1.3%	0
aaa-0063-fdu-single-f8-r6-c6_S237_	g	185735	167592	2.2%	0.4%	1.8%	28	46.9%	42.0%	149	NA	0.0%	0.5%	0
aaa-0063-fdu-single-f8-r6-c7_S238_	g	586617	532554	3.4%	1.3%	1.3%	91	47.7%	40.0%	152	0.19	0.0%	1.2%	0
aaa-0063-fdu-single-f8-r7-c1_S239_	g	691104	627550	4.7%	1.5%	1.3%	105	54.5%	40.0%	153	0.19	0.0%	1.6%	0
aaa-0063-fdu-single-f8-r7-c2_S240_	g	577084	526762	3.9%	1.2%	1.1%	89	38.5%	41.0%	154	0.19	0.0%	1.6%	0
aaa-0063-fdu-single-f8-r7-c3_S241_	g	430024	389782	2.9%	0.9%	1.7%	67	41.9%	41.0%	153	0.19	0.0%	0.9%	0
aaa-0063-fdu-single-f8-r7-c4_S242_	p	1068592	964670	2.9%	2.3%	9.7%	166	52.1%	40.0%	152	0.17	0.0%	1.4%	0
aaa-0063-fdu-single-f8-r7-c5_S243_	p	490626	443468	2.2%	1.1%	9.8%	76	32.5%	40.0%	155	NA	0.0%	1.2%	0
aaa-0063-fdu-single-f8-r7-c6_S244_	b	621496	562108	2.9%	1.3%	6.1%	94	41.7%	39.0%	154	0.18	0.0%	0.9%	0
aaa-0063-negctrl-f12-r7-c7_S441_	p	8598	5746	0.8%	0.0%	0.0%	1	75.0%	38.0%	151	NA	0.0%	0.0%	0
aaa-0063-negctrl-f16-r7-c7_S637_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0063-single-f12-r1-c1_S393_	b	913849	836948	5.1%	1.9%	7.4%	127	52.1%	42.0%	152	0.18	0.0%	1.1%	0
aaa-0063-single-f12-r1-c2_S394_	b	802846	734274	6.1%	1.7%	7.3%	121	50.0%	41.0%	153	0.2	0.0%	2.1%	0
aaa-0063-single-f12-r1-c3_S395_	a	679677	616150	4.0%	1.4%	3.8%	103	50.0%	42.0%	151	0.19	0.0%	1.3%	0
aaa-0063-single-f12-r1-c4_S396_	b	861191	790340	6.3%	1.8%	3.6%	134	42.6%	41.0%	152	NA	0.0%	2.4%	0
aaa-0063-single-f12-r1-c5_S397_	a	692606	624724	4.3%	1.5%	2.5%	108	47.9%	42.0%	152	0.19	0.0%	0.9%	0
aaa-0063-single-f12-r1-c6_S398_	b	822840	752906	6.0%	1.7%	7.9%	133	39.3%	43.0%	151	0.19	0.0%	1.5%	0
aaa-0063-single-f12-r1-c7_S399_	a	975931	884420	4.8%	2.1%	3.0%	149	43.5%	41.0%	152	0.18	0.0%	2.0%	0
aaa-0063-single-f12-r2-c1_S400_	b	592851	528880	5.5%	1.2%	5.4%	82	32.6%	41.0%	153	0.21	0.0%	1.0%	0.125547
aaa-0063-single-f12-r2-c2_S401_	b	267003	245128	2.9%	0.6%	11.2%	42	46.2%	42.0%	152	NA	0.0%	0.9%	0
aaa-0063-single-f12-r2-c3_S402_	a	543596	490468	3.9%	1.1%	3.2%	82	42.6%	43.0%	148	0.19	0.0%	1.1%	0.131677
aaa-0063-single-f12-r2-c4_S403_	a	597566	545460	4.8%	1.3%	3.5%	92	59.4%	41.0%	152	0.2	0.0%	0.9%	0
aaa-0063-single-f12-r2-c5_S404_	b	627281	567262	4.5%	1.3%	6.3%	98	48.5%	40.0%	152	0.19	0.0%	1.2%	0
aaa-0063-single-f12-r2-c6_S405_	a	959257	872124	6.1%	2.0%	2.8%	145	46.7%	41.0%	151	0.19	0.0%	1.7%	0.0740816
aaa-0063-single-f12-r2-c7_S406_	b	646250	590838	4.2%	1.4%	7.5%	96	52.2%	40.0%	153	0.19	0.0%	1.4%	0
aaa-0063-single-f12-r3-c1_S407_	a	241666	219316	2.2%	0.5%	4.3%	37	48.6%	41.0%	151	0.2	0.0%	0.4%	0
aaa-0063-single-f12-r3-c2_S408_	p	421369	382974	2.8%	0.9%	11.2%	65	51.4%	42.0%	149	0.19	0.0%	0.7%	0
aaa-0063-single-f12-r3-c3_S409_	p	42182	38676	1.5%	0.1%	7.0%	6	27.6%	41.0%	149	0.58	0.0%	0.2%	0
aaa-0063-single-f12-r3-c4_S410_	b	265150	241510	4.3%	0.6%	8.4%	38	20.7%	41.0%	152	0.28	0.0%	0.2%	0
aaa-0063-single-f12-r3-c5_S411_	a	812040	740566	6.1%	1.7%	3.5%	123	41.3%	40.0%	151	NA	0.0%	1.8%	0
aaa-0063-single-f12-r3-c6_S412_	a	797758	728100	5.7%	1.7%	2.4%	121	39.0%	40.0%	151	0.19	0.0%	1.0%	0
aaa-0063-single-f12-r3-c7_S413_	a	475671	431186	3.1%	1.0%	3.0%	73	50.0%	41.0%	151	0.19	0.0%	0.8%	0
aaa-0063-single-f12-r4-c1_S414_	a	395611	356366	2.3%	0.8%	2.6%	62	52.5%	41.0%	152	NA	0.0%	0.8%	0
aaa-0063-single-f12-r4-c2_S415_	p	319442	290876	2.6%	0.7%	5.3%	49	55.9%	42.0%	151	0.2	0.0%	0.1%	0
aaa-0063-single-f12-r4-c3_S416_	b	305191	283322	3.1%	0.7%	16.3%	47	34.7%	42.0%	150	0.21	0.0%	0.5%	0
aaa-0063-single-f12-r4-c4_S417_	b	742969	677210	6.9%	1.5%	7.7%	108	31.7%	41.0%	150	0.21	0.0%	1.8%	0
aaa-0063-single-f12-r4-c5_S418_	b	780631	715460	6.0%	1.6%	5.6%	128	47.9%	41.0%	152	0.2	0.0%	2.0%	0
aaa-0063-single-f12-r4-c6_S419_	a	498922	454060	3.4%	1.1%	3.1%	77	35.1%	41.0%	149	0.19	0.0%	1.1%	0
aaa-0063-single-f12-r4-c7_S420_	p	270490	245490	2.3%	0.6%	7.9%	41	35.9%	40.0%	150	0.2	0.0%	0.2%	0.263169
aaa-0063-single-f12-r5-c1_S421_	p	19732	17870	1.5%	0.0%	0.0%	3	41.7%	40.0%	151	NA	0.0%	0.1%	0
aaa-0063-single-f12-r5-c2_S422_	b	363997	331108	2.4%	0.8%	15.8%	50	55.3%	42.0%	153	0.19	0.0%	0.9%	0.195113
aaa-0063-single-f12-r5-c3_S423_	a	984390	895842	5.8%	2.1%	3.4%	149	50.0%	40.0%	152	0.19	0.0%	2.1%	0
aaa-0063-single-f12-r5-c4_S424_	b	738717	669724	6.3%	1.5%	8.9%	107	38.2%	40.0%	149	NA	0.0%	1.2%	0.0944388
aaa-0063-single-f12-r5-c5_S425_	b	629760	574854	4.0%	1.3%	9.1%	94	41.1%	40.0%	151	0.19	0.0%	1.7%	0.224668
aaa-0063-single-f12-r5-c6_S426_	p	209153	190170	2.2%	0.5%	7.8%	32	52.9%	41.0%	151	0.21	0.0%	0.2%	0
aaa-0063-single-f12-r5-c7_S427_	b	657315	606982	4.2%	1.4%	16.9%	91	50.0%	41.0%	151	0.19	0.0%	0.9%	0
aaa-0063-single-f12-r6-c1_S428_	a	642119	564716	3.0%	1.3%	2.0%	93	51.2%	43.0%	151	0.18	0.0%	1.1%	0.116558
aaa-0063-single-f12-r6-c2_S429_	b	853662	778322	4.2%	1.8%	4.9%	138	36.2%	40.0%	151	0.18	0.0%	2.3%	0
aaa-0063-single-f12-r6-c3_S430_	a	842414	773678	5.9%	1.8%	2.2%	130	42.6%	40.0%	154	0.19	0.0%	1.3%	0.083511
aaa-0063-single-f12-r6-c4_S431_	b	269490	249626	3.3%	0.6%	5.3%	40	38.2%	40.0%	154	0.23	0.0%	0.8%	0
aaa-0063-single-f12-r6-c5_S432_	b	586017	528886	3.8%	1.2%	11.5%	85	46.7%	41.0%	152	0.19	0.0%	0.8%	0
aaa-0063-single-f12-r6-c6_S433_	a	112900	103026	2.0%	0.2%	3.1%	17	46.9%	39.0%	152	NA	0.0%	0.1%	0
aaa-0063-single-f12-r6-c7_S434_	a	835093	760160	4.8%	1.8%	2.2%	129	53.1%	40.0%	152	NA	0.0%	1.6%	0
aaa-0063-single-f12-r7-c1_S435_	p	288368	182800	5.0%	0.4%	41.1%	13	74.1%	38.0%	150	0.45	0.0%	0.1%	0
aaa-0063-single-f12-r7-c2_S436_	a	671485	611918	4.0%	1.4%	2.8%	104	47.1%	42.0%	150	0.19	0.0%	1.3%	0
aaa-0063-single-f12-r7-c3_S437_	g	435590	397186	3.2%	0.9%	1.5%	67	54.1%	41.0%	152	0.19	0.0%	0.9%	0
aaa-0063-single-f12-r7-c4_S438_	a	896764	814090	5.5%	1.9%	2.2%	135	42.0%	40.0%	152	0.19	0.0%	1.4%	0
aaa-0063-single-f12-r7-c5_S439_	b	414617	379760	5.3%	0.9%	1.6%	66	46.7%	39.0%	164	0.23	0.0%	0.8%	0
aaa-0063-single-f12-r7-c6_S440_	b	937552	858348	5.2%	2.0%	15.8%	122	48.1%	41.0%	149	0.18	0.0%	1.2%	0
aaa-0063-single-f16-r1-c1_S589_	a	666498	602822	4.0%	1.4%	2.5%	102	51.4%	40.0%	151	NA	0.0%	1.1%	0.107245
aaa-0063-single-f16-r1-c2_S590_	g	690149	620552	4.5%	1.4%	1.8%	105	48.8%	41.0%	153	0.19	0.0%	1.4%	0
aaa-0063-single-f16-r1-c3_S591_	b	512709	467614	6.6%	1.1%	3.9%	72	32.5%	41.0%	157	0.24	0.0%	0.9%	0
aaa-0063-single-f16-r1-c4_S592_	p	53818	41280	7.0%	0.1%	7.7%	6	25.9%	49.0%	152	NA	0.0%	0.1%	0
aaa-0063-single-f16-r1-c5_S593_	a	594940	529852	4.1%	1.2%	3.6%	89	47.8%	41.0%	151	0.19	0.0%	1.1%	0
aaa-0063-single-f16-r1-c6_S594_	a	640225	574132	4.2%	1.3%	2.3%	97	48.9%	40.0%	151	0.19	0.0%	1.1%	0
aaa-0063-single-f16-r1-c7_S595_	a	714770	648190	4.6%	1.5%	2.4%	109	41.7%	40.0%	153	0.19	0.0%	1.4%	0.0997303
aaa-0063-single-f16-r2-c1_S596_	b	589231	534074	4.5%	1.2%	5.0%	95	44.0%	40.0%	152	0.2	0.0%	0.8%	0
aaa-0063-single-f16-r2-c2_S597_	a	342970	308134	3.2%	0.7%	2.5%	52	51.5%	42.0%	152	0.21	0.0%	0.3%	0
aaa-0063-single-f16-r2-c3_S598_	a	519327	468202	4.1%	1.1%	4.2%	82	44.0%	40.0%	150	0.2	0.0%	1.0%	0
aaa-0063-single-f16-r2-c4_S599_	a	491301	445946	3.9%	1.0%	4.5%	75	52.6%	39.0%	149	0.2	0.0%	0.8%	0
aaa-0063-single-f16-r2-c5_S600_	b	525131	471720	3.8%	1.1%	11.8%	73	36.8%	42.0%	151	0.2	0.0%	0.6%	0
aaa-0063-single-f16-r2-c6_S601_	b	725659	659218	5.3%	1.5%	7.5%	106	47.6%	41.0%	152	0.19	0.0%	0.7%	0
aaa-0063-single-f16-r2-c7_S602_	a	486025	437236	3.6%	1.0%	2.4%	74	52.8%	42.0%	151	0.2	0.0%	0.8%	0
aaa-0063-single-f16-r3-c1_S603_	b	295389	268330	3.4%	0.6%	12.1%	43	45.0%	40.0%	152	0.22	0.0%	0.2%	0
aaa-0063-single-f16-r3-c2_S604_	a	385824	346656	3.1%	0.8%	2.4%	59	42.4%	41.0%	149	0.2	0.0%	0.6%	0
aaa-0063-single-f16-r3-c3_S605_	a	55777	50454	1.6%	0.1%	3.3%	8	30.8%	45.0%	149	0.58	0.0%	0.0%	0
aaa-0063-single-f16-r3-c4_S606_	b	329957	299308	3.1%	0.7%	17.3%	47	39.5%	42.0%	152	NA	0.0%	1.2%	0
aaa-0063-single-f16-r3-c5_S607_	a	637757	579748	4.6%	1.3%	2.5%	98	45.7%	40.0%	152	0.19	0.0%	0.9%	0
aaa-0063-single-f16-r3-c6_S608_	b	567707	520158	5.5%	1.2%	6.0%	86	43.2%	39.0%	158	0.21	0.0%	1.3%	0
aaa-0063-single-f16-r3-c7_S609_	a	369655	336410	3.4%	0.8%	4.7%	59	47.3%	41.0%	151	0.21	0.0%	0.9%	0
aaa-0063-single-f16-r4-c1_S610_	a	404019	359436	3.4%	0.8%	4.3%	61	48.8%	41.0%	149	0.2	0.0%	0.4%	0
aaa-0063-single-f16-r4-c2_S611_	b	340314	310764	4.0%	0.7%	4.4%	50	32.5%	41.0%	150	NA	0.0%	0.8%	0
aaa-0063-single-f16-r4-c3_S612_	a	347667	313826	2.9%	0.7%	3.4%	53	40.5%	43.0%	150	0.2	0.0%	0.6%	0
aaa-0063-single-f16-r4-c4_S613_	a	608833	545626	4.8%	1.3%	2.9%	92	54.1%	41.0%	151	0.2	0.0%	1.3%	0
aaa-0063-single-f16-r4-c5_S614_	a	549136	504392	4.7%	1.2%	3.4%	90	49.1%	41.0%	152	0.2	0.0%	1.1%	0
aaa-0063-single-f16-r4-c6_S615_	b	433257	397794	3.7%	0.9%	12.1%	64	56.1%	41.0%	151	0.2	0.0%	0.4%	0
aaa-0063-single-f16-r4-c7_S616_	b	360712	328402	3.2%	0.8%	8.0%	54	47.6%	39.0%	150	NA	0.0%	1.1%	0
aaa-0063-single-f16-r5-c1_S617_	p	9033	8350	1.3%	0.0%	15.8%	1	20.0%	43.0%	150	NA	0.0%	0.0%	0
aaa-0063-single-f16-r5-c2_S618_	a	323758	291906	3.0%	0.7%	4.7%	50	50.0%	39.0%	150	0.21	0.0%	0.8%	0
aaa-0063-single-f16-r5-c3_S619_	a	631225	568054	4.9%	1.3%	1.4%	96	42.2%	40.0%	151	0.2	0.0%	0.9%	0
aaa-0063-single-f16-r5-c4_S620_	a	678669	612350	4.6%	1.4%	3.6%	103	51.1%	42.0%	149	0.19	0.0%	2.2%	0
aaa-0063-single-f16-r5-c5_S621_	b	447171	408882	4.4%	0.9%	9.8%	62	27.5%	40.0%	151	NA	0.0%	1.1%	0
aaa-0063-single-f16-r5-c6_S622_	b	263559	241334	3.1%	0.6%	22.9%	37	36.4%	41.0%	153	0.22	0.0%	0.2%	0
aaa-0063-single-f16-r5-c7_S623_	a	432226	392026	3.3%	0.9%	3.3%	66	47.4%	41.0%	152	0.19	0.0%	0.8%	0
aaa-0063-single-f16-r6-c1_S624_	a	502206	456126	3.8%	1.1%	2.3%	78	40.5%	39.0%	155	0.19	0.0%	1.0%	0
aaa-0063-single-f16-r6-c2_S625_	a	560308	505706	4.1%	1.2%	2.2%	87	48.1%	40.0%	151	0.19	0.0%	0.7%	0
aaa-0063-single-f16-r6-c3_S626_	a	517312	473478	4.0%	1.1%	2.3%	79	45.2%	40.0%	152	NA	0.0%	1.0%	0.136541
aaa-0063-single-f16-r6-c4_S627_	b	244526	221754	3.6%	0.5%	5.7%	34	36.1%	41.0%	152	NA	0.0%	0.5%	0.566878
aaa-0063-single-f16-r6-c5_S628_	a	415318	369554	3.6%	0.9%	1.9%	63	37.5%	40.0%	152	0.2	0.0%	1.1%	0
aaa-0063-single-f16-r6-c6_S629_	b	169530	155378	2.3%	0.4%	17.1%	24	40.0%	40.0%	152	0.24	0.0%	0.4%	0
aaa-0063-single-f16-r6-c7_S630_	b	488409	450084	5.5%	1.0%	7.0%	70	40.0%	40.0%	155	0.22	0.0%	1.1%	0
aaa-0063-single-f16-r7-c1_S631_	b	539922	494704	4.5%	1.1%	5.0%	84	47.6%	42.0%	152	NA	0.0%	0.9%	0
aaa-0063-single-f16-r7-c2_S632_	b	454437	421468	3.7%	1.0%	4.1%	75	49.0%	41.0%	151	0.2	0.0%	0.9%	0
aaa-0063-single-f16-r7-c3_S633_	a	339464	306924	2.7%	0.7%	3.0%	52	43.6%	44.0%	150	0.2	0.0%	0.5%	0
aaa-0063-single-f16-r7-c4_S634_	g	526050	472116	3.8%	1.1%	1.8%	80	41.7%	41.0%	151	0.19	0.0%	1.4%	0.13659
aaa-0063-single-f16-r7-c5_S635_	a	398648	356410	3.1%	0.8%	4.5%	61	43.9%	43.0%	150	0.2	0.0%	0.9%	0
aaa-0063-single-f16-r7-c6_S636_	a	539114	485882	4.0%	1.1%	2.0%	82	52.8%	39.0%	152	NA	0.0%	0.5%	0
aaa-0081-negctrl-f10-r7-c7_S343_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-negctrl-f11-r7-c7_S392_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-negctrl-f9-r7-c7_S294_	p	11296	7212	0.9%	0.0%	0.0%	1	78.3%	40.0%	154	NA	0.0%	0.0%	0
aaa-0081-single-f10-r1-c1_S295_	a	1268481	1157894	6.2%	2.6%	1.0%	184	36.0%	42.0%	151	0.18	0.0%	1.2%	0.114113
aaa-0081-single-f10-r1-c2_S296_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-single-f10-r1-c3_S297_	g	950331	862010	6.1%	2.0%	1.5%	141	48.8%	41.0%	151	0.19	0.0%	1.6%	0
aaa-0081-single-f10-r1-c4_S298_	b	1281738	1172452	7.0%	2.7%	20.4%	158	60.4%	43.0%	150	0.19	0.0%	2.7%	0
aaa-0081-single-f10-r1-c5_S299_	b	595816	536532	4.8%	1.2%	11.8%	86	52.2%	41.0%	156	0.2	0.0%	0.9%	0.124349
aaa-0081-single-f10-r1-c6_S300_	b	578264	525916	7.1%	1.2%	1.9%	77	31.6%	39.0%	156	NA	0.0%	0.1%	0
aaa-0081-single-f10-r1-c7_S301_	e	NA	<5000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aaa-0081-single-f10-r2-c1_S302_	b	544143	495048	8.0%	1.1%	6.1%	70	29.3%	40.0%	157	0.26	0.0%	0.8%	0.136048
aaa-0081-single-f10-r2-c2_S303_	a	266203	242658	3.0%	0.6%	2.2%	40	46.9%	41.0%	153	NA	0.0%	0.3%	0
aaa-0081-single-f10-r2-c3_S304_	b	549977	493322	5.0%	1.1%	2.3%	72	28.3%	39.0%	152	0.21	0.0%	0.6%	0
aaa-0081-single-f10-r2-c4_S305_	a	752569	688380	5.2%	1.6%	0.9%	117	44.4%	41.0%	152	0.19	0.0%	1.2%	0
aaa-0081-single-f10-r2-c5_S306_	p	657604	595350	4.0%	1.4%	9.4%	99	55.3%	41.0%	155	0.19	0.0%	0.8%	0
aaa-0081-single-f10-r2-c6_S307_	b	701267	642000	8.0%	1.4%	3.7%	101	37.7%	40.0%	153	0.23	0.0%	1.3%	0
aaa-0081-single-f10-r2-c7_S308_	b	699244	641482	5.2%	1.5%	17.1%	90	47.7%	42.0%	152	0.2	0.0%	0.7%	0
aaa-0081-single-f10-r3-c1_S309_	g	319461	290224	2.9%	0.7%	1.1%	48	54.3%	41.0%	152	0.21	0.0%	0.4%	0
aaa-0081-single-f10-r3-c2_S310_	g	543440	494140	3.8%	1.2%	1.5%	82	43.6%	41.0%	153	0.19	0.0%	0.8%	0
