Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
wt-fucci-single-c15-w34-3d6_S600_	poor	133255	121766	7.60%	0.30%	9.50%	17	12.50%	41.00%	155	>=2	0.00%	0.20%	0
wt-fucci-single-c15-w35-3d6_S601_	poor	61192	55362	6.50%	0.10%	9.80%	8	11.50%	49.00%	155	NA	0.00%	0.10%	0
wt-fucci-single-c15-w36-3d6_S602_	poor	144271	129702	7.40%	0.30%	1.80%	19	3.80%	45.00%	154	1.41	0.00%	0.10%	0
wt-fucci-single-c15-w38-3d6_S604_	poor	103505	94438	7.90%	0.20%	14.00%	13	13.80%	48.00%	154	NA	0.00%	0.40%	0
wt-fucci-single-c15-w39-3d6_S605_	poor	153976	140804	7.80%	0.30%	27.00%	18	21.90%	48.00%	154	>=2	0.00%	0.20%	0
wt-fucci-single-c15-w40-3d6_S606_	poor	183101	168388	8.50%	0.40%	20.40%	22	20.70%	44.00%	154	>=2	0.00%	0.30%	0
wt-fucci-single-c15-w42-3d6_S608_	poor	175756	159996	7.80%	0.40%	11.30%	22	6.90%	45.00%	154	>=2	0.00%	0.20%	0.412427
wt-fucci-single-c15-w43-3d6_S609_	poor	80311	72126	7.90%	0.20%	16.60%	10	13.80%	45.00%	154	NA	0.00%	0.00%	0
wt-fucci-single-c15-w4-3d6_S570_	poor	52786	47802	6.20%	0.10%	4.60%	7	8.00%	47.00%	163	>=2	0.00%	0.10%	0
wt-fucci-single-c15-w44-3d6_S610_	poor	39139	34342	7.40%	0.10%	31.00%	5	34.50%	41.00%	151	NA	0.00%	0.10%	0
wt-fucci-single-c15-w45-3d6_S611_	good	209325	190890	7.20%	0.40%	1.30%	29	2.90%	41.00%	151	>=2	0.00%	0.20%	0
wt-fucci-single-c15-w46-3d6_S612_	poor	142461	129984	7.10%	0.30%	17.90%	18	17.20%	47.00%	151	>=2	0.00%	0.20%	0
wt-fucci-single-c15-w47-3d6_S613_	poor	140317	127578	7.20%	0.30%	23.30%	18	23.30%	44.00%	154	NA	0.00%	0.10%	0
wt-fucci-single-c15-w48-3d6_S614_	poor	87943	79384	7.20%	0.20%	17.80%	11	16.70%	43.00%	152	>=2	0.00%	0.10%	0
wt-fucci-single-c15-w49-3d6_S615_	poor	209152	191002	7.80%	0.40%	20.50%	26	23.30%	41.00%	153	1.4	0.00%	0.40%	0
wt-fucci-single-c15-w8-3d6_S574_	poor	222347	202236	7.60%	0.50%	12.40%	28	15.60%	41.00%	159	NA	0.00%	0.20%	0
wt-fucci-single-c15-w9-3d6_S575_	poor	89804	81938	6.90%	0.20%	14.40%	11	28.60%	46.00%	158	>=2	0.00%	0.10%	0
