Library	Reads	Sequencing_for_0.05x_cov	Background	Reads_per_Mb	Quality	Mode_insert_size	Mode_GC	Percent_WC	Naive_coverage	Duplication_rate	complexity	coverage	spikiness	entropy
blm_recq5-1-negctrl-c13-w25_.trimmed.mdup.bam	16	2	0	0	shallow	77	63	NA	0	25	NA	3.93422060728104e-07	2	1.79175946922805
blm_recq5-1-negctrl-c14-w25_.trimmed.mdup.bam	40	2	0	0	shallow	58	40	NA	0	25	136.694054992609	9.4421294574745e-07	2	2.70805020110221
blm_recq5-1-single-c13-w1_.trimmed.mdup.bam	835396	0.23	29.4	121	poor	152	46	59.4	1.8	11.7	284306.610736303	0.000896580381632811	0.552558608520292	7.74770299130101
blm_recq5-1-single-c13-w10_.trimmed.mdup.bam	55570	2	2.7	8	poor	157	43	11.1	0.1	9.9	550330.15865533	0.00136318477413132	0.464157198884082	7.75856557340797
blm_recq5-1-single-c13-w11_.trimmed.mdup.bam	55312	2	6.7	8	poor	152	49	14.8	0.1	12.7	408800.259938008	0.00135556501451563	0.419124105910403	7.78082462698292
blm_recq5-1-single-c13-w12_.trimmed.mdup.bam	139794	2	3	20	poor	151	43	3.3	0.3	11.3	1189297.48682477	0.00342856446104592	0.277090991899541	7.89624032920647
blm_recq5-1-single-c13-w13_.trimmed.mdup.bam	47898	2	2.9	6	poor	151	48	16	0.1	13.8	320087.946946092	0.00117433473748603	0.451975194101274	7.84416926098667
blm_recq5-1-single-c13-w14_.trimmed.mdup.bam	71184	2	3.4	9	poor	154	46	14.8	0.1	15.3	419922.612452795	0.00174572280545427	0.36835587093319	7.87186742151495
blm_recq5-1-single-c13-w15_.trimmed.mdup.bam	84548	2	5.9	12	poor	153	46	19.2	0.2	10.3	798845.25874342	0.00207360560792755	0.336595744680851	7.88118747971807
blm_recq5-1-single-c13-w16_.trimmed.mdup.bam	38696	2	1.8	5	poor	156	47	4.3	0.1	12	302465.684550132	0.000948999418917559	0.472251867662753	7.83232644580334
blm_recq5-1-single-c13-w17_.trimmed.mdup.bam	33872	2	4.7	5	poor	154	45	14.3	0.1	6.6	506281.00568668	0.000830661301092198	0.526983720035893	7.71498632040733
blm_recq5-1-single-c13-w18_.trimmed.mdup.bam	206174	0.82	4.8	30	poor	150	41	16.3	0.4	10.7	1850463.79300649	0.00505693901800787	0.268872055346353	7.87661389235078
blm_recq5-1-single-c13-w19_.trimmed.mdup.bam	65772	2	4.3	9	poor	154	49	7.4	0.1	15	407514.910589252	0.00161266325506188	0.386584353225748	7.86132401324579
blm_recq5-1-single-c13-w2_.trimmed.mdup.bam	806808	0.23	36.2	115	poor	151	46	57.1	1.7	11.4	272366.102877537	0.000957076713818681	0.47790683750449	7.81345687116351
blm_recq5-1-single-c13-w20_.trimmed.mdup.bam	62698	2	2	9	poor	151	46	7.1	0.1	11.9	492240.251363941	0.00153765531540803	0.399303774276292	7.85800380656999
blm_recq5-1-single-c13-w21_.trimmed.mdup.bam	86900	2	3	12	poor	151	45	14.3	0.2	12.6	639602.472413486	0.00213018552873523	0.345791415602686	7.87693928817798
blm_recq5-1-single-c13-w22_.trimmed.mdup.bam	93162	2	30	11	poor	153	50	11.1	0.2	13.1	664677.397527267	0.00228384323348902	0.411282076859772	7.78951003194656
blm_recq5-1-single-c13-w23_.trimmed.mdup.bam	59164	2	2.3	8	poor	152	46	8	0.1	12.8	436618.366682748	0.00145094250279024	0.398645474475415	7.85200175726593
blm_recq5-1-single-c13-w24_.trimmed.mdup.bam	45238	2	2.7	6	poor	156	47	8	0.1	12.9	330908.307923735	0.00110906294147166	0.501816693106801	7.78325265459696
blm_recq5-1-single-c13-w26_.trimmed.mdup.bam	180234	1.64	1.9	26	poor	150	40	13.3	0.4	10.9	1581638.90922088	0.00442231620602859	0.240915702270284	7.91223413508969
blm_recq5-1-single-c13-w27_.trimmed.mdup.bam	69484	2	2.6	9	poor	151	46	14.8	0.2	11	598916.764849486	0.00170400387680883	0.379225224632196	7.86336417780179
blm_recq5-1-single-c13-w28_.trimmed.mdup.bam	87718	0.58	13.5	12	poor	153	44	10.7	0.2	9.5	886385.467733734	0.00215189692181661	0.354738819229402	7.86457459620047
blm_recq5-1-single-c13-w29_.trimmed.mdup.bam	83192	2	2.8	12	poor	152	43	19.4	0.2	8.1	1035449.04138147	0.00204070224767991	0.321421973555726	7.88929618911438
blm_recq5-1-single-c13-w3_.trimmed.mdup.bam	821422	0.22	24.1	120	poor	152	47	63.3	1.8	10.8	342778.958354242	0.00115410345324381	0.508161851998417	7.7797390479713
blm_recq5-1-single-c13-w30_.trimmed.mdup.bam	122486	2	2.7	18	poor	152	46	10.3	0.3	10.8	1071626.54634281	0.00300362395048477	0.290003499788171	7.89777724266903
blm_recq5-1-single-c13-w31_.trimmed.mdup.bam	32	2	0	0	shallow	159	49	NA	0	31.3	63.8594936611889	7.4604479663996e-07	2	2.30258509299405
blm_recq5-1-single-c13-w32_.trimmed.mdup.bam	129168	2	2.3	19	poor	153	42	4.9	0.3	8.7	1516528.21029047	0.00316916947755585	0.275380754288858	7.9000674373086
blm_recq5-1-single-c13-w33_.trimmed.mdup.bam	159790	1.26	2.1	23	poor	153	40	12.2	0.4	10.3	1519852.12989208	0.0039199683669494	0.251552795031056	7.91632741094125
blm_recq5-1-single-c13-w34_.trimmed.mdup.bam	127426	2	2.4	18	poor	152	45	10	0.3	9.3	1329779.60936297	0.00312559191300211	0.287266291681999	7.89773949286646
blm_recq5-1-single-c13-w35_.trimmed.mdup.bam	56516	2	3.3	8	poor	151	47	12	0.1	13.9	380114.230779787	0.00138577076226293	0.414982361485785	7.85267359598792
blm_recq5-1-single-c13-w36_.trimmed.mdup.bam	64604	2	2.8	9	poor	152	49	4	0.1	11.1	574258.59425958	0.00158389778824143	0.400477930840596	7.85611602369075
blm_recq5-1-single-c13-w37_.trimmed.mdup.bam	60528	2	2.9	8	poor	152	47	20	0.1	13.6	417748.849663893	0.00148382449196298	0.408512116067294	7.84977429605279
blm_recq5-1-single-c13-w38_.trimmed.mdup.bam	12	2	0	0	shallow	50	38	NA	0	16.7	135.513842741109	2.72643107105402e-07	2	1.6094379124341
blm_recq5-1-single-c13-w39_.trimmed.mdup.bam	53816	2	1.8	7	poor	154	46	4.3	0.1	12.8	393758.990009144	0.00131994072786775	0.409665491443804	7.85738895935502
blm_recq5-1-single-c13-w4_.trimmed.mdup.bam	902448	0.22	38.2	130	poor	152	49	60.7	2	10.9	1461281.98439531	0.0025793452956373	0.302557937067286	7.89444629151734
blm_recq5-1-single-c13-w40_.trimmed.mdup.bam	68160	2	6.8	9	poor	152	48	22.2	0.1	14	455866.2191124	0.00167117078206504	0.384180985503254	7.86353913556555
blm_recq5-1-single-c13-w41_.trimmed.mdup.bam	88762	2	2.3	13	poor	152	47	0	0.2	7.7	1164831.74311656	0.0021769522405121	0.336023296562276	7.87515446430587
blm_recq5-1-single-c13-w42_.trimmed.mdup.bam	46980	2	17.4	6	poor	157	47	20.7	0.1	15	291126.062237731	0.00115237757704325	0.460667340748231	7.85674491146104
blm_recq5-1-single-c13-w43_.trimmed.mdup.bam	55016	2	1.5	8	poor	154	44	8	0.1	12.4	421551.958150812	0.00134905363655746	0.412647194401375	7.86090748261973
blm_recq5-1-single-c13-w44_.trimmed.mdup.bam	66098	2	3.2	9	poor	152	48	17.2	0.1	12.4	493502.726385919	0.00162017227365306	0.390735637796923	7.86439987136005
blm_recq5-1-single-c13-w45_.trimmed.mdup.bam	154752	2	4.1	22	poor	151	49	3.8	0.3	10.4	1423678.25744774	0.00379435922659428	0.283315386630191	7.88476160064249
blm_recq5-1-single-c13-w46_.trimmed.mdup.bam	90420	2	25.8	11	poor	152	49	24.1	0.2	14.2	598569.811791623	0.00221756343510836	0.407927956065693	7.80903604979432
blm_recq5-1-single-c13-w47_.trimmed.mdup.bam	40424	2	3	6	poor	153	49	12	0.1	10	386744.270721484	0.00099079865099597	0.468453996565668	7.83213506158374
blm_recq5-1-single-c13-w48_.trimmed.mdup.bam	139962	2	3.7	21	poor	152	47	46.3	0.3	9.4	1437308.64831471	0.00343395677180913	0.282233793531744	7.89627405684425
blm_recq5-1-single-c13-w49_.trimmed.mdup.bam	46736	2	1.9	6	poor	156	44	8	0.1	13.9	311973.924179734	0.00114634737207458	0.453804347826087	7.84375391859252
blm_recq5-1-single-c13-w5_.trimmed.mdup.bam	20402	2	2.1	3	poor	158	46	0	0	13.9	136769.038613011	0.000500685104690846	0.644413697682463	7.74770935520594
blm_recq5-1-single-c13-w6_.trimmed.mdup.bam	93866	2	2.4	14	poor	152	48	43.8	0.2	8.3	1129453.52081378	0.00230183735475381	0.328120958449926	7.86746204880956
blm_recq5-1-single-c13-w7_.trimmed.mdup.bam	52684	2	2	7	poor	156	48	12	0.1	15.7	309173.046936285	0.00129237786971688	0.442216766684852	7.83603342070982
blm_recq5-1-single-c13-w8_.trimmed.mdup.bam	71440	2	3.3	8	poor	138	49	7.7	0.1	20.6	296979.41427887	0.00174944752476666	0.409692570452605	7.82015224842968
blm_recq5-1-single-c13-w9_.trimmed.mdup.bam	102912	2	4.1	14	poor	150	49	3.8	0.2	12.2	803753.017989541	0.00252391293679112	0.320539442248867	7.88106371707009
blm_recq5-1-single-c14-w1_.trimmed.mdup.bam	1290212	0.22	25.8	169	poor	151	48	63.3	2.6	16.3	181955.642681009	0.000856516416075751	0.527717123335916	7.78538323157954
blm_recq5-1-single-c14-w10_.trimmed.mdup.bam	202182	0.56	8	28	poor	153	40	14.7	0.4	11.4	1731281.67990582	0.00496128046771786	0.266153129509072	7.89779865770622
blm_recq5-1-single-c14-w11_.trimmed.mdup.bam	10	2	0	0	shallow	179	57	NA	0	0	NA	2.42853123906237e-07	2	1.6094379124341
blm_recq5-1-single-c14-w12_.trimmed.mdup.bam	79676	2	3.1	10	poor	150	49	7.7	0.1	23	299634.094788049	0.00195428571587328	0.378633098266658	7.86555631342346
blm_recq5-1-single-c14-w13_.trimmed.mdup.bam	117394	0.91	3	15	poor	152	48	7.4	0.2	15.6	713755.825202906	0.00287997447293749	0.314351587366359	7.88492042423907
blm_recq5-1-single-c14-w14_.trimmed.mdup.bam	63276	2	2.1	8	poor	152	49	8.3	0.1	21.8	251931.442108505	0.00155167538815322	0.401561605755866	7.85599992061142
blm_recq5-1-single-c14-w15_.trimmed.mdup.bam	428768	2	15.6	48	poor	150	49	26.5	0.8	19.5	1943115.26916717	0.0105120033522435	0.302028440227615	7.83430157331884
blm_recq5-1-single-c14-w16_.trimmed.mdup.bam	20	2	0	0	shallow	53	38	NA	0	0	NA	4.633637604131e-07	2	2.07944154167984
blm_recq5-1-single-c14-w17_.trimmed.mdup.bam	80176	2	2.2	12	poor	159	44	8	0.2	8.1	941664.326363116	0.0019666116452261	0.344670764311899	7.85155479103591
blm_recq5-1-single-c14-w18_.trimmed.mdup.bam	10	2	0	0	shallow	37	50	NA	0	0	NA	2.20834440672072e-07	2	1.6094379124341
blm_recq5-1-single-c14-w19_.trimmed.mdup.bam	283760	0.55	2.1	38	good	151	47	22.2	0.6	14.2	1904267.33955559	0.00696064004719231	0.21351832677573	7.897280183452
blm_recq5-1-single-c14-w2_.trimmed.mdup.bam	789518	0.28	20.5	107	poor	152	47	53.8	1.6	17	431072.530647249	0.00165866222716304	0.398037422622397	7.85574301597828
blm_recq5-1-single-c14-w20_.trimmed.mdup.bam	84058	2	13.8	10	poor	153	48	32.1	0.2	21	349485.337270652	0.00206138264829927	0.398557560634186	7.85215599159203
blm_recq5-1-single-c14-w21_.trimmed.mdup.bam	66396	2	3.1	8	poor	151	49	16.7	0.1	18.7	320324.547426957	0.00162773245330235	0.425217195925704	7.81147675775512
blm_recq5-1-single-c14-w22_.trimmed.mdup.bam	245806	0.84	1.7	35	poor	152	41	9.4	0.5	14.8	1570349.06014659	0.00603028527210744	0.262877202457301	7.8525734879613
blm_recq5-1-single-c14-w23_.trimmed.mdup.bam	102074	2	2.7	13	poor	152	48	13.3	0.2	18.8	488165.090418226	0.00250230483723844	0.343797258402849	7.86514134786441
blm_recq5-1-single-c14-w24_.trimmed.mdup.bam	38	2	0	0	shallow	160	53	NA	0	5.3	1591.97590677929	9.10861116730993e-07	2	2.89037175789616
blm_recq5-1-single-c14-w26_.trimmed.mdup.bam	16	2	0	0	shallow	105	58	NA	0	0	NA	3.90184019076021e-07	2	2.07944154167984
blm_recq5-1-single-c14-w27_.trimmed.mdup.bam	139066	2	2.7	18	poor	153	47	7.1	0.3	18.7	666974.398604707	0.00341027632559912	0.294280558186074	7.8873535274842
blm_recq5-1-single-c14-w28_.trimmed.mdup.bam	58342	2	2.5	8	poor	154	47	4.3	0.1	15.8	335080.279038108	0.00143105412715898	0.418217675335881	7.85738638456753
blm_recq5-1-single-c14-w29_.trimmed.mdup.bam	26102	2	1.5	3	poor	154	46	0	0.1	12.2	205377.735467302	0.000639989866017611	0.582526834418441	7.76699428271868
blm_recq5-1-single-c14-w3_.trimmed.mdup.bam	834564	0.27	32.3	110	poor	151	49	57.8	1.7	17.7	209127.780769041	0.00142568998735814	0.436425803510372	7.8086168628024
blm_recq5-1-single-c14-w30_.trimmed.mdup.bam	88388	2	3	11	poor	152	50	6.7	0.2	19.4	405019.873457304	0.00216581791048725	0.348393489030432	7.87188660117076
blm_recq5-1-single-c14-w31_.trimmed.mdup.bam	77276	2	3.1	9	poor	156	45	17.2	0.1	22.9	285907.398305465	0.00189607026022714	0.366853836991662	7.85364402476926
blm_recq5-1-single-c14-w32_.trimmed.mdup.bam	63666	2	3.4	8	poor	155	47	15.4	0.1	20.4	280740.90816262	0.00156148017827573	0.39383302086242	7.81404687482191
blm_recq5-1-single-c14-w33_.trimmed.mdup.bam	167542	2	4.9	23	poor	149	50	15.2	0.3	15.2	1036922.63293087	0.00410709058456914	0.364991087344029	7.7740647309276
blm_recq5-1-single-c14-w34_.trimmed.mdup.bam	10	2	0	0	shallow	57	26	NA	0	0	NA	2.23424873993738e-07	2	1.6094379124341
blm_recq5-1-single-c14-w35_.trimmed.mdup.bam	24	2	0	0	shallow	55	39	NA	0	16.7	NA	5.76047609905594e-07	2	2.30258509299405
blm_recq5-1-single-c14-w36_.trimmed.mdup.bam	81308	2	6.9	11	poor	160	49	13.8	0.2	12.7	618821.352004397	0.00199422177878508	0.39009234486925	7.84950871330862
blm_recq5-1-single-c14-w37_.trimmed.mdup.bam	78056	2	1.8	10	poor	156	46	3.8	0.2	20.7	329642.322168838	0.00191416508458731	0.363455582722086	7.86972341554742
blm_recq5-1-single-c14-w38_.trimmed.mdup.bam	170538	0.59	2.1	23	good	151	49	5.3	0.4	13.7	1183657.4778535	0.00418443898072911	0.268838147334687	7.89235369902827
blm_recq5-1-single-c14-w39_.trimmed.mdup.bam	49642	2	13.1	6	poor	157	44	25.9	0.1	21.6	196751.112502207	0.00121795051093126	0.459779057102847	7.84174528054897
blm_recq5-1-single-c14-w4_.trimmed.mdup.bam	406768	0.61	20	53	poor	152	48	48.6	0.8	19.6	201941.199971526	0.00123123749104641	0.471800935684541	7.82476597129584
blm_recq5-1-single-c14-w40_.trimmed.mdup.bam	93002	2	2.6	12	poor	151	48	3.8	0.2	19.9	410729.902821694	0.00227975034884078	0.340407079166328	7.88016708754133
blm_recq5-1-single-c14-w41_.trimmed.mdup.bam	23004	2	4.3	3	poor	155	49	8.3	0	14.3	152994.004533889	0.000563200355846789	0.63482800982801	7.72275991211186
blm_recq5-1-single-c14-w42_.trimmed.mdup.bam	32996	2	6	4	poor	152	47	29.6	0.1	19.6	148637.911774284	0.00080807919861057	0.531542500570733	7.79825228133175
blm_recq5-1-single-c14-w43_.trimmed.mdup.bam	44122	2	5.6	5	poor	152	47	12	0.1	19.4	204841.634709801	0.00108154120644978	0.468881317433277	7.79859441007222
blm_recq5-1-single-c14-w44_.trimmed.mdup.bam	14	2	0	0	shallow	50	44	NA	0	0	NA	3.153852569129e-07	2	1.94591014905531
blm_recq5-1-single-c14-w45_.trimmed.mdup.bam	35110	2	1.8	4	poor	152	42	11.5	0.1	19.6	158404.82337116	0.000861247842537775	0.52836676217765	7.80261843360696
blm_recq5-1-single-c14-w46_.trimmed.mdup.bam	35104	2	0	4	poor	154	48	21.7	0.1	19.7	160320.266442872	0.000860946380859966	0.52906559494761	7.7987955980002
blm_recq5-1-single-c14-w47_.trimmed.mdup.bam	24060	2	7.8	3	poor	152	49	4.2	0	15.3	141838.457436123	0.000589474797224288	0.60354736424891	7.752564676817
blm_recq5-1-single-c14-w48_.trimmed.mdup.bam	30892	2	3.4	4	poor	154	48	4.3	0.1	21	128441.952600437	0.000756820675453928	0.565588016221137	7.76936958768026
blm_recq5-1-single-c14-w49_.trimmed.mdup.bam	38258	2	7.2	4	poor	156	48	0	0.1	21	161694.488626874	0.000937728119730823	0.528500536480687	7.77948029993296
blm_recq5-1-single-c14-w5_.trimmed.mdup.bam	30548	2	3.2	4	poor	150	49	8.7	0.1	12.4	245113.916895416	0.000748861569073108	0.535151515151515	7.78315549938269
blm_recq5-1-single-c14-w6_.trimmed.mdup.bam	16	2	0	0	shallow	82	37	NA	0	0	NA	3.91479235736854e-07	2	2.07944154167984
blm_recq5-1-single-c14-w7_.trimmed.mdup.bam	55042	2	4	7	poor	155	47	20	0.1	14.2	370089.981177991	0.0013498657374038	0.432624418804891	7.82522599098066
blm_recq5-1-single-c14-w8_.trimmed.mdup.bam	231380	0.42	2.8	33	poor	152	47	7.7	0.5	10.5	2201647.7484871	0.00567635566258481	0.236132424956259	7.9012420783195
blm_recq5-1-single-c14-w9_.trimmed.mdup.bam	180510	2	2.3	24	good	152	48	6.9	0.4	15.7	1079886.64260944	0.0044270048903408	0.260143705258125	7.89709872293122
blm_recq5-2-single-c15-w1_.trimmed.mdup.bam	4130758	0.24	13	415	poor	156	45	54	6.3	37.9	2321987.32882301	0.0277022930814635	0.200435410024956	7.89555544745096
blm_recq5-2-single-c15-w10_.trimmed.mdup.bam	1780640	0.38	7.3	173	poor	153	44	31.3	2.7	37.4	3322602.08313371	0.0436929071592282	0.184323879188038	7.90983464772831
blm_recq5-2-single-c15-w11_.trimmed.mdup.bam	28	2	0	0	shallow	180	41	NA	0	0	NA	6.82255376093922e-07	2	2.63905732961526
blm_recq5-2-single-c15-w12_.trimmed.mdup.bam	62	2	0	0	shallow	142	43	NA	0	0	NA	1.518641534827e-06	2	3.43398720448515
blm_recq5-2-single-c15-w13_.trimmed.mdup.bam	12	2	0	0	shallow	121	43	NA	0	0	NA	2.95309398669984e-07	2	1.79175946922805
blm_recq5-2-single-c15-w14_.trimmed.mdup.bam	793798	2	3.9	70	poor	156	48	20	1.1	44.1	1113711.98167946	0.0194731107129594	0.203019949300121	7.90757535626058
blm_recq5-2-single-c15-w15_.trimmed.mdup.bam	307500	2	2.7	31	good	154	46	11.8	0.5	37.9	557244.501168057	0.00754063062041764	0.237582527049797	7.91313125575453
blm_recq5-2-single-c15-w16_.trimmed.mdup.bam	30	2	0	0	shallow	151	44	NA	0	6.7	252.43102218687	7.34064042527253e-07	2	2.63905732961526
blm_recq5-2-single-c15-w17_.trimmed.mdup.bam	119738	2	1.6	13	good	172	44	0	0.2	28.9	318233.90140354	0.00293785479127264	0.327818510759855	7.88495137217721
blm_recq5-2-single-c15-w18_.trimmed.mdup.bam	14	2	0	0	shallow	129	37	NA	0	0	NA	3.4031817763394e-07	2	1.94591014905531
blm_recq5-2-single-c15-w19_.trimmed.mdup.bam	78	2	0	0	shallow	150	43	NA	0	10.3	2766.22110293971	1.8728832915649e-06	2	3.46573590279973
blm_recq5-2-single-c15-w2_.trimmed.mdup.bam	6006644	0.21	21.3	604	poor	157	45	54	9	38.4	2936999.44781948	0.039427154476532	0.212288529008192	7.87205495369146
blm_recq5-2-single-c15-w20_.trimmed.mdup.bam	82	2	0	0	shallow	184	33	NA	0	12.2	410.849858976596	1.99171942019635e-06	2	3.58351893845611
blm_recq5-2-single-c15-w21_.trimmed.mdup.bam	468998	2	2	46	good	156	45	8.5	0.7	38.7	822761.150863401	0.0115021893657589	0.208621876360776	7.90167177374234
blm_recq5-2-single-c15-w22_.trimmed.mdup.bam	597744	2	11.5	51	poor	159	45	18.6	0.8	43.1	874590.515417391	0.0146629995149857	0.260917160467385	7.8863409101381
blm_recq5-2-single-c15-w23_.trimmed.mdup.bam	444444	2	13.1	38	poor	167	48	10.3	0.6	42.3	675291.49747239	0.0109042512990686	0.277006160619546	7.88346159679607
blm_recq5-2-single-c15-w24_.trimmed.mdup.bam	447460	2	2.8	44	good	154	46	11.8	0.7	39.1	774205.66036176	0.0109751731539616	0.266784911205278	7.86750409127198
blm_recq5-2-single-c15-w25_.trimmed.mdup.bam	622356	2	12.2	52	poor	157	48	19.6	0.9	43.5	900709.964214982	0.0152681360720728	0.249982626019274	7.88204312319868
blm_recq5-2-single-c15-w26_.trimmed.mdup.bam	40	2	0	0	shallow	147	48	NA	0	0	NA	9.80479012250781e-07	2	2.926417555498
blm_recq5-2-single-c15-w27_.trimmed.mdup.bam	423724	2	2.4	44	good	155	48	5.7	0.6	37.8	770587.96852325	0.0103914546233823	0.277231064237776	7.87532453447821
blm_recq5-2-single-c15-w28_.trimmed.mdup.bam	1318594	0.48	1.8	141	good	157	44	8	2.1	34	2802079.10953963	0.0323521458267756	0.14824430468995	7.923059177179
blm_recq5-2-single-c15-w29_.trimmed.mdup.bam	76528	2	2.5	9	poor	155	45	12	0.1	22.5	287737.012181568	0.00187460269168216	0.400088507625272	7.84972281627883
blm_recq5-2-single-c15-w3_.trimmed.mdup.bam	1859566	0.42	11.3	184	poor	156	47	58.5	2.8	38.8	555.673407873024	2.19798267343405e-06	1.97435897435897	3.59246962761068
blm_recq5-2-single-c15-w30_.trimmed.mdup.bam	408326	2	17.2	35	poor	156	45	25	0.6	41.8	629543.251945705	0.0100150122054693	0.275450529057741	7.87595783055654
blm_recq5-2-single-c15-w31_.trimmed.mdup.bam	34	2	0	0	shallow	81	40	NA	0	0	NA	8.34443333741831e-07	2	2.83321334405622
blm_recq5-2-single-c15-w32_.trimmed.mdup.bam	381854	2	2.1	39	good	156	47	15.8	0.6	36.6	747627.453482196	0.00936621486615807	0.223997923852259	7.90700768748936
blm_recq5-2-single-c15-w33_.trimmed.mdup.bam	50	2	0	0	shallow	153	35	NA	0	12	273.995952095568	1.22948441529598e-06	2	3.02802907330741
blm_recq5-2-single-c15-w34_.trimmed.mdup.bam	555140	2	2.5	55	poor	157	48	12.3	0.8	38.4	979957.504019242	0.0136175129309194	0.239483501061546	7.88312215207327
blm_recq5-2-single-c15-w35_.trimmed.mdup.bam	328298	2	4.8	32	poor	155	47	16.3	0.5	40.4	537436.163171765	0.00805268740358644	0.238216942768747	7.90618078172921
blm_recq5-2-single-c15-w36_.trimmed.mdup.bam	110	1.79	0	0	shallow	157	48	NA	0	18.2	664.626213075757	2.48713979296508e-06	2	3.80666248977032
blm_recq5-2-single-c15-w37_.trimmed.mdup.bam	22	2	0	0	shallow	146	47	NA	0	0	NA	5.39133935071846e-07	2	2.39789527279837
blm_recq5-2-single-c15-w38_.trimmed.mdup.bam	185602	2	2.3	20	poor	159	46	0	0.3	35.6	376292.018999087	0.00455198196496543	0.345290645559558	7.82576563997701
blm_recq5-2-single-c15-w39_.trimmed.mdup.bam	38	2	0	0	shallow	138	49	NA	0	0	NA	9.22194262513284e-07	1.89473684210526	2.94443897916644
blm_recq5-2-single-c15-w4_.trimmed.mdup.bam	4897932	0.22	25.1	493	poor	159	47	58.3	7.5	37	801643.148439198	0.0109160979982569	0.214237006730114	7.90983375785777
blm_recq5-2-single-c15-w40_.trimmed.mdup.bam	72	2	0	0	shallow	91	51	NA	0	8.3	787.697641150869	1.6705056883097e-06	1.93939393939394	3.49650756146648
blm_recq5-2-single-c15-w41_.trimmed.mdup.bam	160704	2	2.8	19	good	156	46	6.3	0.3	26.5	486340.925089898	0.00394140387888202	0.280668413032684	7.89608806300643
blm_recq5-2-single-c15-w42_.trimmed.mdup.bam	437118	2	2.3	45	good	154	46	18.6	0.7	38.5	776212.182333755	0.0107201349555144	0.254885288828358	7.87714250556244
blm_recq5-2-single-c15-w43_.trimmed.mdup.bam	151716	2	3.4	15	poor	163	41	9.7	0.2	37.9	274578.828480102	0.00372156384080131	0.308949215302146	7.8948138980937
blm_recq5-2-single-c15-w44_.trimmed.mdup.bam	1058270	2	3.6	112	poor	169	45	13.5	1.5	40.3	1716727.26134676	0.0259619370062434	0.275493133222232	7.82492291152811
blm_recq5-2-single-c15-w45_.trimmed.mdup.bam	133516	2	3.6	15	poor	155	45	20	0.2	32.5	304838.257930245	0.00327089352746854	0.423000067356699	7.7314449415164
blm_recq5-2-single-c15-w46_.trimmed.mdup.bam	964750	1.43	10.6	89	poor	161	50	25.6	1.5	37	1839931.38402035	0.0236701511803859	0.25019068636923	7.86934750786326
blm_recq5-2-single-c15-w47_.trimmed.mdup.bam	1546522	0.43	16.6	146	poor	166	41	37	2.4	35.4	3074769.18905976	0.0379546615113305	0.22449430479183	7.89164504782324
blm_recq5-2-single-c15-w48_.trimmed.mdup.bam	166	2	0	0	shallow	182	46	NA	0	4.8	3726.94312109546	3.95105842387187e-06	1.92207792207792	4.34380542185369
blm_recq5-2-single-c15-w49_.trimmed.mdup.bam	178	2	0	0	shallow	174	42	NA	0	10.1	1996.824787611	4.29526225148831e-06	1.95	4.38202663467388
blm_recq5-2-single-c15-w5_.trimmed.mdup.bam	316290	2	16.7	34	poor	164	50	29.7	0.6	27.1	963113.082398316	0.00775974468955996	0.294888609255091	7.85872148951288
blm_recq5-2-single-c15-w6_.trimmed.mdup.bam	201108	2	3	20	poor	155	47	6.5	0.3	39	359605.637319531	0.0049336282396174	0.316230988985584	7.86811791441478
blm_recq5-2-single-c15-w7_.trimmed.mdup.bam	338628	2	2.2	31	poor	167	44	5.9	0.5	44.1	480087.720652469	0.0083080060164407	0.256458038812492	7.89692225563597
blm_recq5-2-single-c15-w8_.trimmed.mdup.bam	1768810	0.41	1.4	177	good	161	42	17.9	2.6	38.8	3116998.20467674	0.0434093230331846	0.132249548266526	7.92733275903593
blm_recq5-2-single-c15-w9_.trimmed.mdup.bam	34	2	0	0	shallow	145	38	NA	0	5.9	1273.45016954288	8.35738550402664e-07	2	2.70805020110221
blm_recq5-2-single-c16-w1_.trimmed.mdup.bam	4966306	0.22	20.2	503	poor	155	44	63.1	7.5	37.7	567724.441451408	0.00744063212290135	0.252268348599167	7.89708862429167
blm_recq5-2-single-c16-w10_.trimmed.mdup.bam	212830	2	2.6	24	poor	154	47	15.2	0.4	27.7	639653.372542867	0.005220955865615	0.263528786065683	7.89800512761822
blm_recq5-2-single-c16-w11_.trimmed.mdup.bam	248366	2	3.2	23	poor	154	48	9.1	0.3	43.2	368823.013591885	0.00609211859169146	0.266139883764207	7.89822709080637
blm_recq5-2-single-c16-w12_.trimmed.mdup.bam	422766	2	2.7	40	good	154	46	17.9	0.6	42.1	660751.952046936	0.0103703578106064	0.214998350923483	7.91425646362047
blm_recq5-2-single-c16-w13_.trimmed.mdup.bam	62	2	0	0	shallow	37	46	NA	0	35.5	123.740796725367	1.42959538939472e-06	2	2.99573227355399
blm_recq5-2-single-c16-w14_.trimmed.mdup.bam	930902	2	13.1	80	poor	158	48	27.5	1.3	43.1	1381501.53194716	0.0228402271813779	0.242707189063835	7.8897459952531
blm_recq5-2-single-c16-w15_.trimmed.mdup.bam	989572	1.39	2.2	103	good	156	40	18	1.5	37.6	1821596.77804275	0.0242841483146498	0.192959288737804	7.90354681064886
blm_recq5-2-single-c16-w16_.trimmed.mdup.bam	350266	2	2.3	36	good	154	45	13.2	0.5	36.3	684197.908708234	0.00859078063207131	0.227887522859367	7.88561021426338
