Library	Reads	Sequencing_for_0.05x_cov	Background	Reads_per_Mb	Quality	Mode_insert_size	Mode_GC	Percent_WC	Naive_coverage	Duplication_rate	complexity	coverage	spikiness	entropy
recq5-2-single-c12-w26_.trimmed.mdup.bam	44	2	0	0	shallow	152	47	NA	0	9.1	NA	1.04685886611849e-06	2	2.857102837442
recq5-2-single-c12-w27_.trimmed.mdup.bam	32	2	0	0	shallow	42	32	NA	0	12.5	199.830814648695	7.00712213510796e-07	2	2.63905732961526
recq5-2-single-c12-w28_.trimmed.mdup.bam	94028	2	21.6	10	poor	150	50	19.4	0.2	24.3	326417.901512782	0.00230155532132591	0.420626349892009	7.8141231527787
recq5-2-single-c12-w29_.trimmed.mdup.bam	32	2	0	0	shallow	118	39	NA	0	6.3	1038.50523769414	7.65473046552459e-07	2	2.70805020110221
recq5-2-single-c12-w3_.trimmed.mdup.bam	1974092	0.25	15.6	231	poor	151	49	53.8	3.5	26.6	277746.158224957	0.00214528613597972	0.367599178125494	7.82679375627864
recq5-2-single-c12-w30_.trimmed.mdup.bam	191514	2	4.7	23	poor	152	48	8.6	0.3	25.1	645877.808189854	0.00469346657593238	0.270482919757344	7.89102395021879
recq5-2-single-c12-w31_.trimmed.mdup.bam	48	2	0	0	shallow	47	51	NA	0	8.3	813.647739810616	1.13525740322036e-06	2	3.09104245335832
recq5-2-single-c12-w32_.trimmed.mdup.bam	46	2	0	0	shallow	127	66	NA	0	4.3	2155.59057299786	1.08409634511744e-06	2	3.04452243772342
recq5-2-single-c12-w33_.trimmed.mdup.bam	315750	1.09	3.4	41	poor	150	49	12.5	0.6	18.8	1541938.99790881	0.00773688314408376	0.24065332326284	7.89317979336496
recq5-2-single-c12-w34_.trimmed.mdup.bam	372656	0.61	3.8	49	poor	150	46	6.1	0.7	18.5	1848448.98689508	0.00913935993464228	0.204412878536216	7.91328034226619
recq5-2-single-c12-w35_.trimmed.mdup.bam	510320	2	0	41	poor	151	50	100	0.7	44.2	706334.179101654	0.0125148820353854	0.27008971313074	7.84245411976299
recq5-2-single-c12-w36_.trimmed.mdup.bam	296824	2	3.6	38	poor	152	49	8.6	0.6	20.7	1322309.77016601	0.00728016028329492	0.228600590091945	7.90174682529109
recq5-2-single-c12-w37_.trimmed.mdup.bam	34	2	0	0	shallow	116	55	NA	0	0	NA	8.35414746237456e-07	2	2.75166661693152
recq5-2-single-c12-w38_.trimmed.mdup.bam	199318	2	4.7	26	poor	152	49	9.4	0.4	18.8	977607.618119937	0.0048854099137679	0.259212134820248	7.85997289237855
recq5-2-single-c12-w39_.trimmed.mdup.bam	80	2	0	0	shallow	159	43	NA	0	2.5	6380.44801063765	1.95707237451906e-06	1.8974358974359	3.66356164612965
recq5-2-single-c12-w4_.trimmed.mdup.bam	1010752	0.26	11.6	131	poor	151	49	55.4	2	18.6	NA	1.12813371158577e-06	2	3.09104245335832
recq5-2-single-c12-w40_.trimmed.mdup.bam	360824	0.72	4.9	45	poor	150	49	12.2	0.7	18.5	1829906.70364958	0.00884547786473253	0.246872084728091	7.8788784004481
recq5-2-single-c12-w41_.trimmed.mdup.bam	96486	2	2.3	13	poor	151	50	4	0.2	11.3	838972.784141537	0.00236580260096156	0.348560478815263	7.85442726566598
recq5-2-single-c12-w42_.trimmed.mdup.bam	82	1.82	0	0	shallow	158	44	NA	0	26.8	223.636299441438	1.9467106412324e-06	1.93333333333333	3.40119738166216
recq5-2-single-c12-w43_.trimmed.mdup.bam	20	2	0	0	shallow	82	35	NA	0	0	NA	4.88620485299349e-07	2	2.30258509299405
recq5-2-single-c12-w44_.trimmed.mdup.bam	32	2	0	0	shallow	48	51	NA	0	0	NA	7.50578054952877e-07	2	2.77258872223978
recq5-2-single-c12-w45_.trimmed.mdup.bam	402346	0.45	5.9	53	poor	152	43	22.7	0.8	17.4	2164634.79756799	0.00986974977130691	0.21724095871196	7.9125150318879
recq5-2-single-c12-w46_.trimmed.mdup.bam	34	2	0	0	shallow	172	51	NA	0	0	NA	8.21814971298706e-07	2	2.83321334405622
recq5-2-single-c12-w47_.trimmed.mdup.bam	47230	2	2.7	6	poor	153	46	4.2	0.1	22.4	178296.154775023	0.00115732659990429	0.464760748385672	7.82289186669562
recq5-2-single-c12-w48_.trimmed.mdup.bam	66332	2	4.7	8	poor	152	49	7.7	0.1	24.8	226431.132960281	0.00162531655042573	0.412085009549352	7.84584994908029
recq5-2-single-c12-w49_.trimmed.mdup.bam	37320	2	5.4	4	poor	149	50	4	0.1	35.5	74186.4814947423	0.000913798668117763	0.555013869042616	7.76267517857837
recq5-2-single-c12-w5_.trimmed.mdup.bam	174	2	0	0	shallow	166	52	NA	0	1.1	31978.7418425644	4.26871030994123e-06	1.86046511627907	4.43822759438002
recq5-2-single-c12-w6_.trimmed.mdup.bam	126056	2	5.6	16	poor	151	48	7.1	0.2	19.3	619389.137570312	0.00308983745707981	0.339632754342432	7.86425781846468
recq5-2-single-c12-w7_.trimmed.mdup.bam	105592	2	5.3	14	poor	153	51	13.8	0.2	15.6	669980.258375065	0.00258839206020906	0.346172232466025	7.85263017670587
recq5-2-single-c12-w8_.trimmed.mdup.bam	42	2	42.1	0	shallow	132	40	14.3	0	0	NA	1.03034485369286e-06	1.9047619047619	2.97850842052724
recq5-2-single-c12-w9_.trimmed.mdup.bam	382602	0.47	3.2	51	good	152	49	17.1	0.8	16.6	2191494.47057346	0.00938512114375625	0.214449643069979	7.90527124469781
wt-fucci-negctrl-c7-w25_.trimmed.mdup.bam	20	2	0	0	shallow	46	35	NA	0	0	NA	4.35840406370393e-07	2	2.30258509299405
wt-fucci-negctrl-c8-w25_.trimmed.mdup.bam	4	2	0	0	shallow	156	43	NA	0	0	NA	9.84364662233281e-08	2	0.693147180559945
wt-fucci-single-c7-w1_.trimmed.mdup.bam	608856	0.25	42.2	76	poor	154	50	71.9	1.3	11	517472.722852472	0.00183524364779276	0.45005664652568	7.78768368487327
wt-fucci-single-c7-w10_.trimmed.mdup.bam	37606	2	13.8	5	poor	165	49	27.6	0.1	7.2	538871.911484315	0.000922259670954656	0.531923665920603	7.74123677738542
wt-fucci-single-c7-w11_.trimmed.mdup.bam	83750	2	13.9	11	poor	155	48	21.4	0.2	7.2	1193622.95257163	0.00205449662892195	0.391160623649757	7.83232988487971
wt-fucci-single-c7-w12_.trimmed.mdup.bam	87490	2	27.7	11	poor	151	49	25.8	0.2	7.7	1179244.64399161	0.00214580292742739	0.434161193729398	7.76821069931095
wt-fucci-single-c7-w13_.trimmed.mdup.bam	14	2	0	0	shallow	115	40	NA	0	0	NA	3.43232415120815e-07	2	1.94591014905531
wt-fucci-single-c7-w14_.trimmed.mdup.bam	51004	2	26.3	6	poor	155	48	10.7	0.1	11.4	438517.917257048	0.00125088592779125	0.480667719377397	7.77721344653612
wt-fucci-single-c7-w15_.trimmed.mdup.bam	57630	2	34.8	7	poor	160	50	34.5	0.1	13.9	381249.878618072	0.00141331645879303	0.481886422976501	7.76857342486003
wt-fucci-single-c7-w16_.trimmed.mdup.bam	70720	2	33.9	9	poor	158	48	34.5	0.2	8.6	800148.143931239	0.00173495502174444	0.441897654584222	7.79648552398113
wt-fucci-single-c7-w17_.trimmed.mdup.bam	28620	2	39.3	3	poor	157	49	16	0.1	8.6	321440.337779468	0.000701806995393365	0.610333359115168	7.67852305026013
wt-fucci-single-c7-w18_.trimmed.mdup.bam	6	2	0	0	shallow	90	30	NA	0	0	NA	1.479785035002e-07	2	1.09861228866811
wt-fucci-single-c7-w19_.trimmed.mdup.bam	117210	2	0	14	poor	154	50	30.8	0.2	16.2	664612.601411252	0.00287526927461285	0.394416547847829	7.79071803935247
wt-fucci-single-c7-w2_.trimmed.mdup.bam	747934	0.22	38.6	99	poor	153	48	71.4	1.7	9.4	1965217.19880193	0.00433865589527621	0.345294310749729	7.83266575312292
wt-fucci-single-c7-w20_.trimmed.mdup.bam	53938	2	7.3	7	poor	153	51	4.3	0.1	11.1	485407.504416541	0.00132263574993477	0.445894968846692	7.81009129482769
wt-fucci-single-c7-w21_.trimmed.mdup.bam	41628	2	17.6	5	poor	153	47	8.3	0.1	13.2	305502.89630188	0.00102110445423031	0.524825881824309	7.75698629950205
wt-fucci-single-c7-w22_.trimmed.mdup.bam	164590	0.52	24.8	22	poor	158	48	21.9	0.4	7.1	2288176.56516832	0.00403780717875201	0.344298508257149	7.83895111372147
wt-fucci-single-c7-w23_.trimmed.mdup.bam	67464	2	0	8	poor	155	49	44	0.1	14	453098.386027987	0.00165509455287078	0.455632716049383	7.76599883941999
wt-fucci-single-c7-w24_.trimmed.mdup.bam	59380	2	28.9	7	poor	154	50	14.8	0.1	12.6	459951.197125878	0.00145648667770694	0.476968157843329	7.77299488559721
wt-fucci-single-c7-w26_.trimmed.mdup.bam	113290	2	22.8	16	poor	151	48	74.1	0.3	5.8	1930225.28155826	0.00277992092871311	0.345453855350806	7.83814649203411
wt-fucci-single-c7-w27_.trimmed.mdup.bam	43874	2	2.4	6	poor	153	48	4.3	0.1	12.8	325313.622947697	0.00107585811954621	0.450208674520577	7.78954978563733
wt-fucci-single-c7-w28_.trimmed.mdup.bam	13772	2	17.6	2	poor	155	49	15.4	0	10.3	128735.676471625	0.000337779552978707	0.791748849441157	7.59080972748423
wt-fucci-single-c7-w29_.trimmed.mdup.bam	13174	2	7.1	2	poor	155	49	0	0	7.2	179481.089510236	0.000323101510169814	0.768847558950515	7.62365158565705
wt-fucci-single-c7-w3_.trimmed.mdup.bam	642422	0.24	27	85	poor	154	48	65.8	1.4	10.8	638468.59504426	0.0014926649932815	0.454265806834186	7.76157699028475
wt-fucci-single-c7-w30_.trimmed.mdup.bam	14278	2	2.2	2	poor	156	47	8.3	0	3.8	374358.939426021	0.000350320488297225	0.700915264245645	7.6348394845148
wt-fucci-single-c7-w31_.trimmed.mdup.bam	96692	2	17.9	11	poor	153	49	29.4	0.2	15.3	580653.892721112	0.00237164079006026	0.43100759844566	7.78716901636159
wt-fucci-single-c7-w32_.trimmed.mdup.bam	52156	2	12.4	6	poor	152	49	12	0.1	11.7	425803.959518256	0.0012791265080599	0.496769625630587	7.76688727421539
wt-fucci-single-c7-w33_.trimmed.mdup.bam	52162	2	30	6	poor	157	48	19.2	0.1	12.8	381171.248843842	0.00127968604165738	0.492865424061357	7.7633626125837
wt-fucci-single-c7-w34_.trimmed.mdup.bam	28	2	0	0	shallow	90	51	NA	0	0	NA	6.87760046902463e-07	2	2.63905732961526
wt-fucci-single-c7-w35_.trimmed.mdup.bam	16	2	0	0	shallow	101	36	NA	0	0	NA	3.92774452397687e-07	2	2.07944154167984
wt-fucci-single-c7-w36_.trimmed.mdup.bam	185842	2	24.4	24	poor	156	48	40	0.4	10.8	1661336.4593783	0.00456007350724982	0.327734906945075	7.84236807554577
wt-fucci-single-c7-w37_.trimmed.mdup.bam	115258	2	2.5	17	poor	158	41	0	0.3	6.6	1748104.1938226	0.00282796796215922	0.288516041265163	7.90161823061303
wt-fucci-single-c7-w38_.trimmed.mdup.bam	28500	2	8.8	4	poor	161	43	8.3	0.1	11.9	231338.191447859	0.000699499566912091	0.57083094085801	7.76348103901671
wt-fucci-single-c7-w39_.trimmed.mdup.bam	36648	2	40	4	poor	160	48	14.8	0.1	11.8	304657.634004083	0.000898977503867848	0.541671896573365	7.74618036805792
wt-fucci-single-c7-w4_.trimmed.mdup.bam	675014	0.23	19.8	87	poor	156	49	69.4	1.5	10.2	440730.72093596	0.00174757043202095	0.453024887030417	7.77848113273656
wt-fucci-single-c7-w40_.trimmed.mdup.bam	44812	2	7.1	6	poor	160	50	4.3	0.1	10.2	424476.599321002	0.00109904897385843	0.477786712232385	7.77714504908073
wt-fucci-single-c7-w41_.trimmed.mdup.bam	21686	2	7.3	3	poor	151	48	8.3	0	9	231099.042513608	0.000531917959250179	0.623004502660663	7.68985669824576
wt-fucci-single-c7-w42_.trimmed.mdup.bam	64368	2	28	7	poor	154	49	21.4	0.1	14.4	422931.957560643	0.00157864406566093	0.461008074923491	7.74621025342891
wt-fucci-single-c7-w43_.trimmed.mdup.bam	69072	1.25	22.8	9	poor	155	48	16.1	0.2	9.8	675898.620946366	0.00169454264290561	0.427417516203628	7.81234109245042
wt-fucci-single-c7-w44_.trimmed.mdup.bam	4	2	0	0	shallow	163	28	NA	0	0	NA	9.64936412320782e-08	2	0.693147180559945
wt-fucci-single-c7-w45_.trimmed.mdup.bam	79726	2	10.4	11	poor	157	47	13.3	0.2	9.2	847199.269765467	0.0019554144971932	0.383840080631614	7.83548097035292
wt-fucci-single-c7-w46_.trimmed.mdup.bam	88314	2	19.1	12	poor	155	45	24.1	0.2	7.1	1241753.63937154	0.00216628580750597	0.37949967991333	7.84729075569278
wt-fucci-single-c7-w47_.trimmed.mdup.bam	92926	2	21.4	12	poor	153	49	29	0.2	8	1163161.82651722	0.00228004598204362	0.406538178887229	7.79594850204032
wt-fucci-single-c7-w48_.trimmed.mdup.bam	35612	2	13.7	4	poor	152	51	14.8	0.1	7.8	455841.09162764	0.000873400212858043	0.54844129176778	7.74179167366737
wt-fucci-single-c7-w49_.trimmed.mdup.bam	107256	2	12.5	14	poor	156	49	15.6	0.2	11.1	926109.697646574	0.0026313171593699	0.373779281291887	7.83230457186496
wt-fucci-single-c7-w5_.trimmed.mdup.bam	29916	2	5.5	4	poor	157	47	0	0.1	7.3	411492.187990836	0.000733776828232713	0.523687298327955	7.78685454114831
wt-fucci-single-c7-w6_.trimmed.mdup.bam	39448	2	6.4	5	poor	155	50	13	0.1	13.1	287101.087902526	0.000967471475130198	0.51334750767777	7.78559895544609
wt-fucci-single-c7-w7_.trimmed.mdup.bam	26	2	0	0	shallow	157	45	NA	0	0	NA	6.37570401295174e-07	2	2.56494935746154
wt-fucci-single-c7-w8_.trimmed.mdup.bam	67160	2	27.7	8	poor	158	48	21.4	0.1	16.2	379401.475901452	0.00164799676556941	0.465940450254176	7.77381098145593
wt-fucci-single-c7-w9_.trimmed.mdup.bam	10	2	0	0	shallow	97	35	NA	0	0	NA	2.4609116555832e-07	2	1.6094379124341
wt-fucci-single-c8-w1_.trimmed.mdup.bam	484706	0.19	39.5	71	poor	153	47	60	1.1	4.4	1805904.34736189	0.00143288880155905	0.392299426934097	7.86173064882264
wt-fucci-single-c8-w10_.trimmed.mdup.bam	67724	0.58	2.4	10	poor	153	44	12	0.2	3	2389945.58788356	0.00166152886543763	0.361628624305984	7.87741025556157
wt-fucci-single-c8-w11_.trimmed.mdup.bam	119824	0.45	26.4	17	poor	156	47	39.4	0.3	4.7	2602912.39620517	0.00294002751722119	0.356885568784712	7.83449073389925
wt-fucci-single-c8-w12_.trimmed.mdup.bam	27540	2	29.2	3	poor	159	49	17.9	0.1	3.7	784929.155773911	0.000675464555141173	0.577139336054841	7.71107542491154
wt-fucci-single-c8-w13_.trimmed.mdup.bam	6	2	0	0	shallow	138	45	NA	0	0	NA	1.47654699334992e-07	2	1.09861228866811
wt-fucci-single-c8-w14_.trimmed.mdup.bam	167292	2	31.9	24	poor	153	47	48.4	0.4	4.8	3660551.76428001	0.00410521996790673	0.32128313484441	7.85045885309607
wt-fucci-single-c8-w15_.trimmed.mdup.bam	22	2	0	0	shallow	125	35	NA	0	0	NA	5.3848632674143e-07	2	2.39789527279837
wt-fucci-single-c8-w16_.trimmed.mdup.bam	16220	2	36.2	2	poor	155	48	37	0	7.2	230710.839454173	0.000397898977116274	0.718323191345504	7.62073443579269
wt-fucci-single-c8-w17_.trimmed.mdup.bam	14614	2	0	2	poor	162	45	13	0	2.9	534329.510552036	0.000358469343918858	0.734717251252684	7.64829560695502
wt-fucci-single-c8-w18_.trimmed.mdup.bam	12456	2	5.7	1	poor	151	48	4.3	0	8.9	140065.058174145	0.000305379384403798	0.775477422809209	7.60792545150442
wt-fucci-single-c8-w19_.trimmed.mdup.bam	602	2	11.4	0	shallow	150	43	13	0	1.3	41163.1193071206	1.47732412334642e-05	1.75510204081633	5.57041288071665
wt-fucci-single-c8-w2_.trimmed.mdup.bam	216750	0.24	28.7	31	poor	155	47	63	0.5	5	1320943.11136143	0.00145484952384764	0.411200861604739	7.83509694207029
wt-fucci-single-c8-w20_.trimmed.mdup.bam	69232	2	15.2	10	poor	154	47	19.4	0.2	4.9	1476582.45808063	0.00169870935490351	0.40251301161036	7.83762536215187
wt-fucci-single-c8-w21_.trimmed.mdup.bam	6526	2	6.3	1	poor	165	47	8.7	0	7.4	95304.1138449091	0.00016000847584602	1.01303475935829	7.3497556150662
wt-fucci-single-c8-w22_.trimmed.mdup.bam	10388	2	0	1	poor	156	50	0	0	8.9	118833.039972855	0.000254651576273932	0.882189437673722	7.49994544638461
wt-fucci-single-c8-w23_.trimmed.mdup.bam	24	2	0	0	shallow	162	39	NA	0	0	NA	5.82199889044552e-07	2	2.484906649788
wt-fucci-single-c8-w24_.trimmed.mdup.bam	4	2	0	0	shallow	144	36	NA	0	0	NA	9.84364662233281e-08	2	0.693147180559945
wt-fucci-single-c8-w26_.trimmed.mdup.bam	14	2	0	0	shallow	150	47	NA	0	0	NA	3.43232415120815e-07	2	1.94591014905531
wt-fucci-single-c8-w27_.trimmed.mdup.bam	46762	2	10.3	7	poor	158	49	50	0.1	4.3	1114462.1981071	0.0011471921771416	0.452924942315523	7.80831266783146
wt-fucci-single-c8-w28_.trimmed.mdup.bam	24474	2	23.2	3	poor	156	48	23.1	0.1	4.1	650749.851348737	0.000600425854091633	0.59696838458207	7.73589683868365
wt-fucci-single-c8-w29_.trimmed.mdup.bam	14	2	0	0	shallow	173	56	NA	0	0	NA	3.44527631781648e-07	2	1.94591014905531
wt-fucci-single-c8-w3_.trimmed.mdup.bam	504836	0.2	41.6	72	poor	154	49	73.3	1.2	5.8	1787111.88833284	0.00142736794054225	0.42933103398721	7.80897743212834
wt-fucci-single-c8-w30_.trimmed.mdup.bam	11274	2	6	1	poor	151	47	4.2	0	5.2	231615.31986172	0.00027642416834254	0.786053581607448	7.58901122063419
wt-fucci-single-c8-w31_.trimmed.mdup.bam	137732	0.52	29.5	18	poor	156	48	21.4	0.3	4.3	3277349.22574378	0.00337923937255973	0.35620365945771	7.82109401496647
wt-fucci-single-c8-w32_.trimmed.mdup.bam	9800	2	3.2	1	poor	157	47	4.3	0	5.4	179429.297756484	0.000240130902289331	0.845919477693145	7.55219509447931
wt-fucci-single-c8-w33_.trimmed.mdup.bam	20920	2	40.2	2	poor	157	48	46.4	0	11.2	174975.925936407	0.000513216325884407	0.664885496183206	7.6556151929888
wt-fucci-single-c8-w34_.trimmed.mdup.bam	10298	2	7.9	1	poor	152	47	4.3	0	8.6	127435.718784025	0.000252569515491643	0.854471195184867	7.52970329631929
wt-fucci-single-c8-w35_.trimmed.mdup.bam	40812	1.08	10	6	poor	164	48	3.8	0.1	3.9	1070915.16459108	0.00100124619238642	0.479377713458755	7.80634600631209
wt-fucci-single-c8-w36_.trimmed.mdup.bam	26	2	0	0	shallow	160	46	NA	0	0	NA	6.36275184634341e-07	2	2.56494935746154
wt-fucci-single-c8-w37_.trimmed.mdup.bam	16008	2	12.3	2	poor	154	48	12	0	10.1	162308.345466444	0.000392573046206928	0.718706047819972	7.65184942153979
wt-fucci-single-c8-w38_.trimmed.mdup.bam	13154	2	4.2	2	poor	151	48	8.7	0	8.1	170564.870217209	0.000322390112418851	0.751253761283852	7.63775517962723
wt-fucci-single-c8-w39_.trimmed.mdup.bam	186630	0.37	0	27	poor	154	50	95.8	0.4	6.9	2828149.50649119	0.00457896748028973	0.280244095588578	7.87074654112165
wt-fucci-single-c8-w4_.trimmed.mdup.bam	496736	0.19	20.7	69	poor	155	49	75	1.2	4.1	2036266.68399895	0.00183120872409009	0.416313139883478	7.79535801958753
wt-fucci-single-c8-w40_.trimmed.mdup.bam	27200	2	27.3	3	poor	161	49	12	0.1	3.8	706833.934701071	0.000666947534183699	0.566496361665893	7.6911625728306
wt-fucci-single-c8-w41_.trimmed.mdup.bam	9652	2	0	1	poor	165	51	39.1	0	9.1	104884.802833405	0.000236805757316807	0.886342592592593	7.45683879328021
wt-fucci-single-c8-w42_.trimmed.mdup.bam	100882	0.72	31.4	14	poor	153	49	22.6	0.2	4	2595318.98666571	0.0024749744704782	0.385680520404108	7.82351995525168
wt-fucci-single-c8-w43_.trimmed.mdup.bam	96080	2	25.3	14	poor	155	42	41.9	0.2	3.8	2607862.84934191	0.00235789433183467	0.354384029998897	7.84049118745891
wt-fucci-single-c8-w44_.trimmed.mdup.bam	8596	2	3.1	1	poor	155	50	0	0	9.6	93997.1330105321	0.000210805901871405	0.914137483787289	7.48141802093875
wt-fucci-single-c8-w45_.trimmed.mdup.bam	24	2	0	0	shallow	77	49	NA	0	0	NA	5.86085539027052e-07	2	2.484906649788
wt-fucci-single-c8-w46_.trimmed.mdup.bam	16724	2	7.4	2	poor	159	46	4	0	5.3	378362.339702714	0.000410253077431467	0.701001798099152	7.68552229654115
wt-fucci-single-c8-w47_.trimmed.mdup.bam	3896	2	8.5	0	shallow	159	48	8.7	0	7.3	60280.3353095305	9.55147812406535e-05	1.25474860335196	7.00753693266664
wt-fucci-single-c8-w48_.trimmed.mdup.bam	78066	2	27.2	11	poor	157	47	32.3	0.2	3.7	2269594.13519666	0.00191567077395553	0.406166183522527	7.82734388362929
wt-fucci-single-c8-w49_.trimmed.mdup.bam	80988	2	21.9	11	poor	160	48	21.4	0.2	3.5	2322983.83070822	0.00198691028073468	0.397879025923016	7.82921412409361
wt-fucci-single-c8-w5_.trimmed.mdup.bam	78596	0.61	15.9	11	poor	155	48	7.4	0.2	3.1	2516204.50633362	0.00192844581968549	0.396413918047637	7.83482153714661
wt-fucci-single-c8-w6_.trimmed.mdup.bam	15312	2	4.2	2	poor	154	50	4.2	0	6.4	260801.501358594	0.000375537061466988	0.71127755794234	7.64357340049844
wt-fucci-single-c8-w7_.trimmed.mdup.bam	18920	2	10.2	2	poor	155	49	8.3	0	9	207095.572145282	0.000463761391927976	0.674759558996012	7.65966444894472
wt-fucci-single-c8-w8_.trimmed.mdup.bam	20886	2	5.3	3	poor	153	48	7.7	0	7.5	273189.575804001	0.00051200724113152	0.616823406478579	7.73219604071292
wt-fucci-single-c8-w9_.trimmed.mdup.bam	31644	2	22.5	4	poor	162	48	21.4	0.1	8.5	372073.29752692	0.000776037805050711	0.565665055683967	7.73652647604996
zeid_BLM_UV300s_hoechst3_cluster14_well10_S451_.trimmed.mdup.bam	5372938	0.2	5.1	580	poor	152	41	45.8	8.5	34	10556390.5474193	0.129365276589601	0.103246388668092	7.92118717966891
zeid_BLM_UV300s_hoechst3_cluster14_well11_S452_.trimmed.mdup.bam	8250	2	0	1	poor	154	45	66.7	0	28.7	23898.3725975662	0.000190368404311117	1.03565306822077	7.37562345242784
zeid_BLM_UV300s_hoechst3_cluster14_well12_S453_.trimmed.mdup.bam	5747038	0.19	0	632	poor	152	40	92.9	9.8	28.7	14799499.3472624	0.138665835013085	0.171169832710127	7.90864234255224
zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam	6497736	0.19	3.5	738	good	149	40	41.1	10.5	32.1	13736913.8983269	0.156131508006131	0.0866259972698869	7.92603112065709
zeid_BLM_UV300s_hoechst3_cluster14_well16_S457_.trimmed.mdup.bam	17250	2	50	1	poor	50	51	45.8	0	48.6	18789.6542928873	0.000374190100886236	0.89	7.50525413427009
zeid_BLM_UV300s_hoechst3_cluster14_well17_S458_.trimmed.mdup.bam	493704	0.36	6.4	72	poor	151	41	47.8	1.1	10.4	4372175.97945368	0.0118817324897535	0.173368179384568	7.92064137536545
zeid_BLM_UV300s_hoechst3_cluster14_well18_S459_.trimmed.mdup.bam	258028	2	8.6	21	poor	152	42	45.5	0.3	51	251105.758416491	0.00610188261554731	0.262741735734019	7.9102251440194
zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam	6983410	0.19	2.4	771	good	152	39	32.3	11.1	33.6	13801012.3697281	0.168466257258054	0.0837753959505086	7.92904572272574
zeid_BLM_UV300s_hoechst3_cluster14_well20_S461_.trimmed.mdup.bam	6165130	0.19	4.4	723	poor	149	40	44.2	10.4	29.6	14782930.7611487	0.148297828853706	0.0956897723898648	7.93557106454198
zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam	2121416	0.51	4.4	223	good	150	42	50.8	3.2	36.3	3756292.47156987	0.0509875605325668	0.131764968223882	7.92070677441816
zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam	2829404	0.19	2.6	382	good	153	39	50.7	5.6	17.6	13367748.2123384	0.0682976085232179	0.099317310309424	7.91901382262755
zeid_BLM_UV300s_hoechst3_cluster14_well25_S466_.trimmed.mdup.bam	1258506	2	30	191	poor	152	39	96.2	2.8	8.4	13992553.3180014	0.0303736189202265	0.120329162525738	7.92742889990753
zeid_BLM_UV300s_hoechst3_cluster14_well26_S467_.trimmed.mdup.bam	2865402	0.18	12.9	375	poor	150	40	54.1	5.8	15	17023823.4007953	0.0690840443374833	0.158167886586595	7.91206557036756
zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam	2632328	0.2	2.1	338	good	156	38	46.8	5	21.5	9684275.1471313	0.0636243944632102	0.111784688962698	7.92146239722482
zeid_BLM_UV300s_hoechst3_cluster14_well30_S471_.trimmed.mdup.bam	2171632	0.2	3.3	295	poor	151	40	44.4	4.3	18	10064775.0586777	0.0524106359887532	0.107942842720582	7.92501213707865
zeid_BLM_UV300s_hoechst3_cluster14_well31_S472_.trimmed.mdup.bam	62914	2	36.4	5	poor	154	44	57.7	0.1	52.3	61690.9556737162	0.00143798477515937	0.510142598915445	7.81940804644937
zeid_BLM_UV300s_hoechst3_cluster14_well32_S473_.trimmed.mdup.bam	8144792	0.19	4.7	798	poor	152	39	45.7	11.5	41	11815741.070158	0.196613866997099	0.095228726143944	7.92618919437207
zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam	2631682	0.21	1.8	342	good	154	39	45.3	4.9	22.3	9286605.65931009	0.0636005869580375	0.108519671722671	7.93066842577942
zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam	1479684	0.19	3.5	219	good	151	39	38.7	3.2	10.6	12738267.555812	0.0357024314577445	0.111906052229301	7.92718525306158
zeid_BLM_UV300s_hoechst3_cluster14_well37_S478_.trimmed.mdup.bam	4738	2	0	0	shallow	159	50	62.5	0	48	5689.40323982883	0.000108827601952885	1.38467807660962	6.81750447286972
zeid_BLM_UV300s_hoechst3_cluster14_well38_S479_.trimmed.mdup.bam	5522120	0.19	0	637	poor	152	39	96.2	9.4	29.3	13431860.2765722	0.133417762182123	0.0919430846141316	7.91274918146873
zeid_BLM_UV300s_hoechst3_cluster14_well39_S480_.trimmed.mdup.bam	2038408	0.19	13.4	283	poor	153	42	50	4.3	11.8	15800053.9075588	0.0492965719583534	0.152189224810281	7.91560537941957
zeid_BLM_UV300s_hoechst3_cluster14_well40_S481_.trimmed.mdup.bam	3706172	0.19	3.7	497	poor	148	40	44.5	7	21	14114126.5493365	0.0889498311169592	0.12111989760748	7.9188233277468
zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam	1233530	0.19	2.5	186	good	153	39	48.1	2.7	9.1	12607459.4336983	0.0298104414472032	0.117471400182609	7.92579715990966
zeid_BLM_UV300s_hoechst3_negativecontrol_cluster14_well1_S442_.trimmed.mdup.bam	7312	2	0	1	poor	152	39	54.2	0	27.7	25503.5438996457	0.000175366153044104	1.08079268292683	7.33733844106491
